证券代码,证券名称,华泰借入数量(股),华泰借入期限(天),华泰借入利率,华泰融出数量(股),华泰融出期限(天),华泰融出利率,成交量(股),成交额(元),最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券偿还额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%),融券标的纳入日期,证监会行业,Wind行业,申银万国行业,中信证券行业,上市板块,所属省份,所属城市,flag
000001,平安银行,0,,2.0%,15847000,3-182,3.59%,0,0.0,11.56,-16.7264230260088,1911.4055,859349.6612,942902.1303,-83552.4691,0.00852057903679919,0.703306232571255,,货币金融服务,银行,股份制银行Ⅱ,全国性股份制银行Ⅱ,主板,广东省,深圳市,0
000002,万  科Ａ,100,7,3.0%,16374900,3-182,5.42%,0,0.0,14.31,-41.5228129227111,10270.8509,1120683.2813,1135702.401,-15019.1197,0.0738668300692424,0.830269385359621,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
000006,深振业Ａ,805500,7/14/28,3.2%,191400,3-28,8.0%,0,0.0,5.39,-20.4969996303512,847.2449,15361.7648,15310.8504,50.9144,0.116436199970645,0.156770447154879,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
000008,神州高铁,0,,2.0%,411400,7/14/28,7.0%,0,0.0,2.53,-19.6825396825397,9.3863,5117.0754,5998.4189,-881.3435,0.00141060667201413,0.0959548734098468,,铁路、船舶、航空航天和其他运输设备制造业,资本货物,轨交设备Ⅱ,运输设备,主板,北京,北京市,0
000009,中国宝安,0,,2.0%,815400,7-42,4.0%,31000,334490.0,10.71,36.3404086851856,2509.8585,445791.915,443943.2963,1848.6187,0.0918493429646765,0.658141888597927,,综合,资本货物,电池,综合Ⅱ,主板,广东省,深圳市,0
000012,南  玻Ａ,0,,2.0%,760800,7-42,5.0%,5500,32340.0,5.86,3.03623050680133,521.305,109746.1956,110081.9137,-335.7181,0.0454692506181801,0.429284592930998,,非金属矿物制品业,材料Ⅱ,玻璃玻纤,结构材料,主板,广东省,深圳市,0
000016,深康佳Ａ,5500,14/28,3.2%,223600,7/14/28,6.0%,0,0.0,4.38,-40.5974648496314,753.3903,14437.1028,13569.6709,867.4319,0.107733675157839,0.168611990363441,,计算机、通信和其他电子设备制造业,耐用消费品与服装,黑色家电,黑色家电Ⅱ,主板,广东省,深圳市,1
000021,深科技,0,,2.0%,218900,7/14/28,6.0%,15600,261456.0,16.73,-35.7196695425282,3452.3876,208600.4068,207470.7314,1129.6754,0.132280014477995,0.527720423611882,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,主板,广东省,深圳市,0
000025,特  力Ａ,0,,2.0%,61200,7/14/28,6.77%,0,0.0,16.01,-29.429340053517,10154.2656,59419.5305,46685.2144,12734.3161,1.61476630571675,0.460462872807134,,批发业,零售业,综合Ⅱ,综合Ⅱ,主板,广东省,深圳市,0
000027,深圳能源,0,,2.0%,580000,7-42,5.0%,50000,327500.0,6.54,23.496088615027,1517.3487,66144.2024,66268.2381,-124.0357,0.0487684441855104,0.239193734962295,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,广东省,深圳市,0
000028,国药一致,0,,2.0%,100600,7/14/28,6.0%,0,0.0,32.72,-17.8717878150712,244.0781,50533.6837,52326.4989,-1792.8152,0.0156041035356457,0.509768027192181,,批发业,医疗保健设备与服务,医药商业,其他医药医疗,主板,广东省,深圳市,0
000029,深深房Ａ,79700,7/14,3.1%,81800,7/14/28,7.0%,2800,33992.0,12.17,15.4231148434187,399.5885,2515.6211,2124.7452,390.8759,0.03682333492961,0.0416980578551898,2022-10-24,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
000030,富奥股份,110100,14,3.1%,192100,7/14/28,4.08%,2900,15167.0,5.22,-25.1557291925371,140.7505,2716.2683,2541.4023,174.866,0.0159340187721641,0.0586509140159231,,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,吉林省,长春市,1
000031,大悦城,0,,2.0%,377500,7/14/28,4.0%,67900,284501.0,4.22,-26.3525305410122,696.987,22512.094,23027.6488,-515.5548,0.0412609172418397,0.468835874367626,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,0
000032,深桑达Ａ,30000,14,3.1%,34000,7/14/28,8.0%,0,0.0,28.81,18.0373302391549,1038.975,89360.1659,89032.5786,327.5873,0.0559321077632487,0.334661211411011,2022-10-24,建筑安装业,资本货物,专业工程,通信设备,主板,广东省,深圳市,1
000034,神州数码,167400,14/28,3.2%,44000,4-28,8.0%,6000,179820.0,27.85,31.6220870190968,973.4161,50625.3104,49705.9824,919.328,0.063552048215598,0.163298947271063,,批发业,技术硬件与设备,IT服务Ⅱ,云服务,主板,广东省,深圳市,1
000035,中国天楹,0,,2.0%,306500,3-28,5.0%,0,0.0,5.46,6.24726379685043,499.8111,42733.9851,48690.2567,-5956.2716,0.0373125184089427,0.509732716279823,,生态保护和环境治理业,商业和专业服务,环境治理,环保及公用事业,主板,江苏省,海安市,0
000036,华联控股,0,,2.0%,329100,3-28,5.0%,0,0.0,4.14,-2.13638089061353,40.2222,17005.7057,16802.1547,203.551,0.00656597265734144,0.448097160839958,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,0
000039,中集集团,0,,2.0%,940900,7-42,4.0%,29100,207483.0,7.17,28.8475449813123,702.9276,115437.4697,116458.5379,-1021.0682,0.0425988606651036,0.617349380720968,,金属制品业,资本货物,通用设备,运输设备,主板,广东省,深圳市,0
000040,东旭蓝天,175500,7/14/28,3.2%,243800,7/14/28,5.0%,0,0.0,4.05,21.2574850299401,185.2065,2322.9607,2112.5757,210.385,0.0431276487772557,0.0186471175924038,,电力、热力生产和供应业,公用事业Ⅱ,电力,环保及公用事业,主板,广东省,深圳市,1
000042,中洲控股,0,,2.0%,120600,7/14/28,6.0%,0,0.0,7.99,-15.2486957077311,0.0,147.0333,147.9936,-0.9603,0.0,0.00535830381513427,2022-10-24,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,0
000048,京基智农,0,,2.0%,190200,7/14/28,5.0%,1600,31136.0,20.13,5.3685955312643,210.3625,5596.013,5410.4762,185.5368,0.0199721230935856,0.105972245297297,2022-10-24,农副食品加工业,食品、饮料与烟草,房地产开发,畜牧业,主板,广东省,深圳市,0
000049,德赛电池,48900,14/28,3.2%,31200,7/14/28,6.0%,4200,131460.0,31.34,-15.2967641402787,591.1884,50733.6048,50099.1993,634.4055,0.063030673917168,0.177567304287404,,电气机械和器材制造业,资本货物,电池,消费电子,主板,广东省,深圳市,1
000050,深天马Ａ,0,,3.4%,1719900,7-42,5.0%,500,4290.0,8.7,-45.8278666272203,898.4969,129842.8487,128871.5496,971.2991,0.0434698878009057,0.984214076061091,,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,广东省,深圳市,0
000055,方大集团,0,,2.0%,199600,7/14/28,6.0%,0,0.0,4.95,3.29166290682269,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,金属制品业,资本货物,装修建材,专用材料Ⅱ,主板,广东省,深圳市,0
000056,皇庭国际,0,,2.0%,263800,7/14/28,7.0%,0,0.0,3.65,-6.16966580976863,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,商务服务业,商业和专业服务,房地产服务,房地产开发和运营,主板,广东省,深圳市,0
000058,深 赛 格,0,,2.0%,174200,3-28,6.0%,0,0.0,6.54,-38.5525254053953,15.7823,1513.4467,1497.9655,15.4812,0.00245073166646978,0.0232809643011607,2022-10-24,商务服务业,房地产Ⅱ,一般零售,房地产开发和运营,主板,广东省,深圳市,0
000059,华锦股份,0,,2.0%,511800,7/14/28,6.0%,3100,18755.0,6.08,23.0532596689808,217.7534,13506.2602,13268.3204,237.9398,0.0223919916588841,0.10573843098088,,石油加工、炼焦和核燃料加工业,能源Ⅱ,炼化及贸易,石油化工,主板,辽宁省,盘锦市,0
000060,中金岭南,17000,14,3.1%,2559200,3-28,6.0%,0,0.0,5.32,25.3767755905886,5209.5302,83231.7892,80492.1279,2739.6613,0.262019243754358,0.41976750845553,,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,广东省,深圳市,1
000061,农 产 品,0,,2.0%,212500,3-28,5.0%,0,0.0,6.82,-17.9423523817531,91.9404,13438.5439,14335.9188,-897.3749,0.00794431319834567,0.254095158528819,,商务服务业,食品与主要用品零售Ⅱ,一般零售,农产品加工Ⅱ,主板,广东省,深圳市,0
000062,深圳华强,0,,2.0%,111100,3-28,6.0%,2300,25898.0,11.24,-22.3361277689483,71.0841,22629.0124,23106.3562,-477.3438,0.00605449539986549,0.363996780085958,,批发业,技术硬件与设备,其他电子Ⅱ,房地产开发和运营,主板,广东省,深圳市,0
000063,中兴通讯,0,,2.0%,1307500,3-28,6.0%,0,0.0,34.61,-8.07194258000195,78905.5497,805253.155,756521.0581,48732.0969,0.566146496138529,0.582794100023867,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,主板,广东省,深圳市,0
000065,北方国际,51900,3-28,3.2%,189500,7/14/28,7.0%,11400,186846.0,16.25,127.156585296651,1238.0875,28621.5768,27713.443,908.1338,0.0841562351060778,0.181879146120476,2022-10-24,土木工程建筑业,资本货物,专业工程,建筑施工,主板,北京,北京市,1
000066,中国长城,0,,2.0%,1235500,4-42,7.0%,122200,1382082.0,11.27,-39.1397710768389,2113.5826,449115.441,452748.4533,-3633.0123,0.059597370040963,0.757393294767329,,计算机、通信和其他电子设备制造业,技术硬件与设备,计算机设备,计算机设备,主板,广东省,深圳市,0
000069,华侨城Ａ,300,14,3.1%,1873600,7/14/28,4.92%,0,0.0,4.56,-34.1831948782413,874.224,120603.4127,119973.1967,630.216,0.0271691088039991,0.435538587643595,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
000070,特发信息,553000,14/28,3.2%,128400,7/14/28,7.0%,0,0.0,7.5,-43.3106575963719,1.725,6749.2244,6744.7642,4.4602,0.000258840347123092,0.0528507070433947,,电气机械和器材制造业,技术硬件与设备,通信设备,通信设备,主板,广东省,深圳市,1
000078,海王生物,30900,14/28,3.2%,307600,7/14/28,5.0%,0,0.0,3.15,-31.3725490196078,11.1825,9984.41,11210.0377,-1225.6277,0.0013551817413333,0.172958477689583,,零售业,医疗保健设备与服务,医药商业,其他医药医疗,主板,广东省,深圳市,1
000088,盐 田 港,0,,2.0%,2071600,3-182,6.0%,0,0.0,5.01,-39.722535545021,33.6272,5173.2412,5200.3936,-27.1524,0.00298426486471759,0.118723188453422,,道路运输业,运输,航运港口,公路铁路,主板,广东省,深圳市,0
000089,深圳机场,0,,2.0%,446600,7-42,5.0%,0,0.0,7.21,-25.3431362917901,782.2648,37146.9287,38129.008,-982.0793,0.0529063027013661,0.513161652616921,,航空运输业,运输,航空机场,航空机场,主板,广东省,深圳市,0
000090,天健集团,0,,2.0%,901600,7/14/28,6.0%,39900,246582.0,6.23,-11.8617810723485,771.2753,54719.0847,55999.7774,-1280.6927,0.0662633506993244,0.531857788825232,,土木工程建筑业,资本货物,房地产开发,建筑施工,主板,广东省,深圳市,0
000099,中信海直,0,,2.0%,115600,7/14/28,7.0%,0,0.0,8.57,6.37316213339096,0.0,2937.4431,2933.8467,3.5964,0.0,0.0430448946002643,,航空运输业,运输,航空机场,航空机场,主板,广东省,深圳市,0
000100,TCL科技,0,,2.0%,2844700,3-28,5.0%,0,0.0,3.86,-31.1336912939625,1529.126,593682.8829,595912.9605,-2230.0776,0.0218849718530102,0.486407937348665,,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,广东省,惠州市,0
000151,中成股份,8000,14/28,3.0%,78600,7/14/28,8.0%,0,0.0,12.71,29.5616717635066,172.9831,3360.1264,3145.5095,214.6169,0.0510609943762111,0.0257675105724053,,批发业,资本货物,贸易Ⅱ,贸易Ⅱ,主板,北京,北京市,1
000155,川能动力,0,,2.0%,323400,7-42,5.0%,9300,126108.0,13.57,163.495145631068,3587.1698,86969.0696,82535.7224,4433.3472,0.203823904634467,0.1331643881721,2021-07-12,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,四川省,成都市,0
000156,华数传媒,0,,2.0%,392000,3-42,5.0%,0,0.0,8.48,-20.3884335118371,694.3034,28231.5138,28219.9881,11.5257,0.0523147078770162,0.513448776087183,,广播、电视、电影和影视录音制作业,媒体Ⅱ,电视广播Ⅱ,媒体,主板,浙江省,杭州市,0
000157,中联重科,0,,2.0%,154200,7/14/28,4.12%,0,0.0,6.37,-10.4211545648059,237.601,213050.4384,218003.0901,-4952.6517,0.00527676342426366,0.483991186930603,,专用设备制造业,资本货物,工程机械,工程机械Ⅱ,主板,湖南省,长沙市,0
000158,常山北明,548100,7/14,3.1%,1000000,7/14/28,7.0%,0,0.0,6.62,-32.0328542094456,29.6576,175041.9494,178769.966,-3728.0166,0.00283324475564625,0.582284053343419,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,计算机软件,主板,河北省,石家庄市,1
000159,国际实业,0,,2.0%,153800,7/14/28,7.0%,0,0.0,6.5,-5.9099582341281,0.13,1787.54,1824.0431,-36.5031,4.16072036448959e-05,0.0227890885631717,,批发业,能源Ⅱ,专业工程,石油化工,主板,新疆维吾尔自治区,乌鲁木齐市,0
000166,申万宏源,0,,2.0%,11734900,3-182,6.0%,0,0.0,4.82,-10.1742197382084,1283.7834,489763.3232,508578.834,-18815.5108,0.0118189087114687,1.7858302292775,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,新疆维吾尔自治区,乌鲁木齐市,0
000301,东方盛虹,0,,2.0%,30147400,3-182,2.53%,0,0.0,11.61,107.341984422176,452.2095,365349.1023,342478.2901,22870.8122,0.00708567906656544,0.75901994363775,,化学纤维制造业,材料Ⅱ,炼化及贸易,石油化工,主板,江苏省,苏州市,0
000333,美的集团,0,,2.0%,5955100,3-182,4.86%,0,0.0,54.79,-12.2991061687083,6493.9573,1605004.9673,1674792.7489,-69787.7816,0.0172222864777069,1.07447618243457,,电气机械和器材制造业,耐用消费品与服装,白色家电,白色家电Ⅱ,主板,广东省,佛山市,0
000338,潍柴动力,0,,2.0%,255800,3-28,5.02%,0,0.0,12.1,-17.212301127439,1090.792,754515.2774,805769.588,-51254.3106,0.0178570134498509,1.00755074465743,,汽车制造业,资本货物,汽车零部件,商用车,主板,山东省,潍坊市,0
000400,许继电气,0,,2.0%,127000,3-42,5.0%,0,0.0,19.0,19.9393441741986,2148.5238,210470.2268,211649.9071,-1179.6803,0.112148675271555,0.517700060018352,,电气机械和器材制造业,资本货物,电网设备,电气设备,主板,河南省,许昌市,0
000401,冀东水泥,0,,2.0%,305000,7-42,4.0%,0,0.0,7.92,-50.792435921735,1389.503,50140.6293,50732.0745,-591.4452,0.113386106644707,0.470301703141072,,非金属矿物制品业,材料Ⅱ,水泥,结构材料,主板,河北省,唐山市,0
000402,金 融 街,0,,2.0%,429400,7/14/28,4.0%,105100,509735.0,4.85,-25.9528372223857,990.9889,49895.8593,49773.1784,122.6809,0.068386646553569,0.541199362255472,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,北京,北京市,0
000403,派林生物,0,,2.0%,120700,3-28,5.0%,0,0.0,17.94,-53.0164754914259,382.9652,52023.2677,53969.0834,-1945.8157,0.033557590335544,0.591209971834303,,医药制造业,制药、生物科技与生命科学,生物制品,生物医药Ⅱ,主板,山西省,太原市,0
000404,长虹华意,0,,2.0%,162100,7/14/28,8.0%,0,0.0,6.06,52.002672300529,5.9388,695.0634,663.275,31.7884,0.00141101362248416,0.00778879013061094,,通用设备制造业,资本货物,家电零部件Ⅱ,照明电工及其他,主板,江西省,景德镇市,0
000408,藏格矿业,0,,2.0%,10400,7/14/28,5.67%,100,2352.0,23.55,217.666210188236,1785.09,52093.9091,48672.4854,3421.4237,0.0479619774754444,0.174356993808757,2022-07-11,化学原料和化学制品制造业,材料Ⅱ,能源金属,农用化工,主板,青海省,格尔木市,0
000410,沈阳机床,13500,14/28,3.2%,2621300,3-28,7.0%,0,0.0,7.45,52.3517382413088,379.5775,1233.1808,837.2916,395.8892,0.0303108553297178,0.0454799453091617,2023-07-10,通用设备制造业,资本货物,通用设备,通用设备,主板,辽宁省,沈阳市,1
000413,东旭光电,407600,14,3.1%,529000,7/14/28,6.0%,0,0.0,1.84,-43.7308868501529,13.4688,4097.9461,4155.9784,-58.0323,0.00145547324274653,0.0455202330468312,,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,河北省,石家庄市,1
000415,渤海租赁,0,,2.0%,712000,7-42,5.0%,267800,717704.0,2.64,-11.4093959731544,792.1761,18860.0554,19312.3283,-452.2729,0.0556427257157609,0.39522341347863,,租赁业,多元金融,多元金融,多元金融,主板,新疆维吾尔自治区,乌鲁木齐市,0
000417,合肥百货,0,,2.0%,173600,7/14/28,7.0%,0,0.0,5.66,-4.22922857466782,4.6978,994.8728,1030.0814,-35.2086,0.00106543100494671,0.0253330771015074,,零售业,零售业,一般零售,一般零售,主板,安徽省,合肥市,0
000420,吉林化纤,0,,2.0%,286400,7/14/28,7.0%,0,0.0,3.45,54.0178571428572,0.0,19.9874,19.9371,0.0503,0.0,0.000163612330946452,2022-10-24,化学纤维制造业,材料Ⅱ,化学纤维,化学纤维,主板,吉林省,吉林市,0
000422,湖北宜化,113400,7/14,3.1%,84800,7/14/28,8.0%,13600,156400.0,11.49,348.969572930136,1116.4833,19168.3879,17481.5562,1686.8317,0.108229159537223,0.0408432318260311,2022-07-11,化学原料和化学制品制造业,材料Ⅱ,农化制品,农用化工,主板,湖北省,宜昌市,1
000423,东阿阿胶,0,,2.0%,190700,7-42,5.0%,0,0.0,51.67,33.0221860426562,3437.6413,83134.8371,80384.606,2750.2311,0.103312259262239,0.416349231605059,,医药制造业,制药、生物科技与生命科学,中药Ⅱ,中药生产,主板,山东省,聊城市,0
000425,徐工机械,0,,2.0%,5732500,3-28,5.02%,0,0.0,6.26,5.17777211762526,2034.0618,94411.5226,90903.5173,3508.0053,0.0687294588724422,0.278055516054094,,专用设备制造业,资本货物,工程机械,工程机械Ⅱ,主板,江苏省,徐州市,0
000426,兴业银锡,19200,14,3.1%,75600,3-28,6.0%,51000,444210.0,8.62,10.371318822023,701.4723,25294.7663,24519.4372,775.3291,0.0550635400590895,0.163166284780789,,有色金属矿采选业,材料Ⅱ,工业金属,工业金属,主板,内蒙古自治区,赤峰市,1
000428,华天酒店,293100,7/14/28,3.2%,204400,7/14/28,8.0%,0,0.0,4.69,30.2777777777778,484.6646,7561.0572,6998.6723,562.3849,0.101425044448294,0.075559580112623,2022-10-24,住宿业,消费者服务Ⅱ,酒店餐饮,酒店及餐饮,主板,湖南省,长沙市,1
000488,晨鸣纸业,0,,2.0%,312500,7/14/28,4.19%,200,972.0,4.84,-6.02356292466057,163.7924,57584.2986,59260.1011,-1675.8025,0.0200774367273511,0.274948536934532,,造纸和纸制品业,材料Ⅱ,造纸,造纸Ⅱ,主板,山东省,寿光市,0
000498,山东路桥,0,,2.0%,200000,3-28,6.0%,1600,10720.0,6.64,22.1268638946484,106.1895,7598.8422,7484.7247,114.1175,0.0109695250683325,0.0657508308537421,2022-10-24,土木工程建筑业,资本货物,基础建设,建筑施工,主板,山东省,济南市,0
000501,武商集团,0,,2.0%,102600,7/14/28,7.0%,0,0.0,9.53,-54.934317517302,20.5848,12621.0964,13787.3764,-1166.28,0.00281223217150327,0.140765179591234,,零售业,零售业,一般零售,一般零售,主板,湖北省,武汉市,0
000503,国新健康,0,,3.4%,103300,7/14/28,7.0%,21300,239412.0,11.23,-11.2954186413902,448.8036,24417.2146,24248.6566,168.558,0.0444634116892563,0.173670434648235,,互联网和相关服务,软件与服务,软件开发,其他医药医疗,主板,山东省,青岛市,0
000505,京粮控股,0,,2.0%,663200,7/14/28,6.0%,0,0.0,7.72,-42.8148148148148,77.8176,19957.7678,20082.1021,-124.3343,0.0152271553729129,0.162905560553866,,农副食品加工业,食品、饮料与烟草,农产品加工,农产品加工Ⅱ,主板,海南省,海口市,0
000506,中润资源,1761500,7/14/28,3.0%,231400,7/14/28,8.0%,0,0.0,4.31,39.4822006472492,0.0431,143.4511,145.1763,-1.7252,1.07680765523581e-05,0.00130969774149879,,有色金属矿采选业,材料Ⅱ,贵金属,贵金属,主板,山东省,济南市,1
000513,丽珠集团,0,,2.0%,139800,3-182,5.0%,10000,339700.0,33.51,-27.2222403020951,1256.6954,140259.1924,138595.3817,1663.8107,0.0618989172823967,0.621292313046659,,医药制造业,制药、生物科技与生命科学,化学制药,化学制药,主板,广东省,珠海市,0
000516,国际医学,12200,14/28,3.2%,120600,7/14/28,6.0%,0,0.0,8.19,37.6470588235294,0.0,45510.7768,44751.0156,759.7612,0.0,0.142294662276652,2022-10-24,卫生,医疗保健设备与服务,医疗服务,其他医药医疗,主板,陕西省,西安市,1
000517,荣安地产,0,,2.0%,396100,7/14/28,7.0%,0,0.0,3.19,40.1983428306829,69.5972,15894.4443,15586.2568,308.1875,0.00875498515367313,0.22398943651986,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,浙江省,宁波市,0
000519,中兵红箭,0,,2.0%,60600,14/28,5.0%,0,0.0,16.18,48.5352251984743,8117.2795,358410.0967,349903.7577,8506.339,0.360535962202058,0.529017198816992,,专用设备制造业,资本货物,地面兵装Ⅱ,兵器兵装Ⅱ,主板,湖南省,湘潭市,0
000521,长虹美菱,0,,2.0%,181700,7/14/28,6.0%,0,0.0,6.09,86.8101523502644,46.1622,4963.2202,4968.4145,-5.1943,0.00865976477549487,0.0442324116134726,2022-10-24,电气机械和器材制造业,耐用消费品与服装,白色家电,白色家电Ⅱ,主板,安徽省,合肥市,0
000524,岭南控股,0,,2.0%,108500,7/14/28,6.17%,1400,14182.0,10.18,-18.9490445859873,20.2582,7448.9135,7396.5689,52.3446,0.00296978746713007,0.1012159470311,2022-10-24,商务服务业,消费者服务Ⅱ,旅游及景区,旅游及休闲,主板,广东省,广州市,0
000528,柳    工,0,,2.0%,265700,3-28,4.42%,0,0.0,7.36,8.10358170946578,239.5923,31039.0127,32024.6128,-985.6001,0.0230395253599366,0.299859853838019,,专用设备制造业,资本货物,工程机械,工程机械Ⅱ,主板,广西壮族自治区,柳州市,0
000530,冰山冷热,0,,2.0%,183800,7/14/28,6.0%,0,0.0,5.32,28.7326499901953,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,通用设备制造业,资本货物,通用设备,通用设备,主板,辽宁省,大连市,0
000531,穗恒运Ａ,0,,3.4%,153600,4-28,6.0%,25600,169728.0,6.59,-23.8111457949505,14.3135,3531.0181,3496.2081,34.81,0.00264202002479711,0.0743727382416307,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,广东省,广州市,0
000533,顺钠股份,0,,2.0%,247400,7/14/28,7.0%,0,0.0,4.0,26.5822784810127,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,电气机械和器材制造业,耐用消费品与服装,电网设备,电气设备,主板,广东省,佛山市,0
000534,万泽股份,0,,2.0%,76400,7/14/28,6.0%,0,0.0,12.75,-12.6746434591832,0.0,2681.3113,2676.0568,5.2545,0.0,0.0478201328442611,2022-10-24,医药制造业,制药、生物科技与生命科学,生物制品,化学制药,主板,广东省,汕头市,0
000536,华映科技,949400,7/14,3.1%,531800,7/14/28,7.0%,0,0.0,1.85,-10.6280193236715,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,福建省,福州市,1
000537,广宇发展,0,,3.4%,172700,7-42,6.0%,10800,125712.0,11.71,65.1549267294674,2425.3752,74845.6484,74181.0037,664.6447,0.111204132000207,0.378423915030749,,房地产业,公用事业Ⅱ,电力,发电及电网,主板,天津,天津市,0
000538,云南白药,0,,3.4%,923200,3-182,5.71%,0,0.0,52.68,-21.2280016817149,37875.6663,279062.0483,239527.0778,39534.9705,0.402721188752999,0.63240010036384,,医药制造业,制药、生物科技与生命科学,中药Ⅱ,中药生产,主板,云南省,昆明市,0
000539,粤电力Ａ,0,,2.0%,232400,7/14/28,6.0%,100,709.0,7.13,76.4988039952054,793.5176,18584.2143,17870.3995,713.8148,0.0435773670209715,0.175469603935143,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,广东省,广州市,0
000541,佛山照明,0,,3.4%,183400,7/14/28,6.0%,0,0.0,5.36,-7.08195810462133,2.948,2270.0335,2264.1913,5.8422,0.00052058632596721,0.0674119307393459,,电气机械和器材制造业,耐用消费品与服装,照明设备Ⅱ,照明电工及其他,主板,广东省,佛山市,0
000543,皖能电力,0,,2.0%,341000,7/14/28,6.0%,27100,182383.0,6.69,62.3456720397046,456.4554,31305.664,31161.1464,144.5176,0.0300986414987615,0.244495929283076,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,安徽省,合肥市,0
000544,中原环保,0,,2.0%,125400,7/14/28,6.0%,0,0.0,8.03,15.0674253593852,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,水的生产和供应业,公用事业Ⅱ,环境治理,环保及公用事业,主板,河南省,郑州市,0
000545,金浦钛业,0,,2.0%,321400,7/14/28,8.0%,0,0.0,3.05,9.71223021582734,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,化学原料和化学制品制造业,材料Ⅱ,化学原料,化学原料,主板,吉林省,吉林市,0
000547,航天发展,0,,2.0%,396700,7-42,5.0%,33500,308200.0,9.2,-53.3057768627774,3831.4577,275882.0735,271717.8948,4164.1787,0.262198262969918,0.67603479477796,,计算机、通信和其他电子设备制造业,资本货物,军工电子Ⅱ,航空航天,主板,福建省,福州市,0
000550,江铃汽车,0,,3.0%,72000,3-28,8.0%,0,0.0,17.33,45.2505246774847,458.6992,33943.7664,33700.31,243.4564,0.0510518538710126,0.241801959361658,,汽车制造业,汽车与汽车零部件,商用车,商用车,主板,江西省,南昌市,0
000551,创元科技,6500,14/28,3.2%,102200,7/14/28,6.0%,0,0.0,9.64,5.03095534427921,2.892,1424.6451,1424.9058,-0.2607,0.000749849270923428,0.0295815907240168,,综合,资本货物,环保设备Ⅱ,电气设备,主板,江苏省,苏州市,1
000552,甘肃能化,1519800,182,2.0%,158100,7/14/28,5.67%,0,0.0,3.17,40.7126114845638,270.8004,39600.1261,38719.9522,880.1739,0.0341075220739176,0.298240106727057,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,甘肃省,白银市,1
000553,安道麦A,0,,2.0%,468400,7-42,6.0%,0,0.0,8.14,-13.57778672199,475.1318,4147.5979,3603.2854,544.3125,0.0268112959500064,0.110538437809464,2022-10-24,化学原料和化学制品制造业,材料Ⅱ,农化制品,农用化工,主板,湖北省,荆州市,0
000554,泰山石油,0,,2.0%,169200,7/14/28,8.0%,0,0.0,5.85,12.5175098146586,0.0,6.8829,6.7076,0.1753,0.0,0.000127110593377454,,批发业,能源Ⅱ,炼化及贸易,石油化工,主板,山东省,泰安市,0
000555,神州信息,8000,14,3.1%,8186300,7-182,6.0%,33500,392955.0,11.4,-34.2199724970735,1691.9652,31808.5228,29910.8213,1897.7015,0.151436652981702,0.236153435690937,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,计算机软件,主板,广东省,深圳市,1
000557,西部创业,0,,2.0%,256900,3-28,5.0%,47700,245178.0,5.14,35.6200527704485,52.3987,2557.2192,2514.8754,42.3438,0.00699237694517675,0.0480736233599383,2022-10-24,铁路运输业,运输,铁路公路,物流,主板,宁夏回族自治区,银川市,0
