证券代码,证券名称,华泰借入数量(股),华泰借入期限(天),华泰借入利率,华泰融出数量(股),华泰融出期限(天),华泰融出利率,成交量(股),成交额(元),最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券偿还额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%),融券标的纳入日期,证监会行业,Wind行业,申银万国行业,中信证券行业,上市板块,所属省份,所属城市,flag
300308,中际旭创,0,,4.0%,456400,3-28,8.0%,0,0.0,115.51,104.83250763172,156233.5934,815062.0908,700727.484,114334.6068,1.80291260519116,1.14195157468399,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,创业板,山东省,龙口市,0
300310,宜通世纪,0,,2.0%,238600,7/14/28,5.0%,0,0.0,4.06,-29.1448516579407,0.0,838.2647,834.7343,3.5304,0.0,0.00845592338407398,,电信、广播电视和卫星传输服务,技术硬件与设备,通信服务,通讯工程服务,创业板,广东省,广州市,0
300311,任子行,294800,7/14/28,3.2%,161400,7/14/28,6.0%,0,0.0,5.98,-15.0568181818182,4.784,8409.0194,8352.311,56.7084,0.00148862386293862,0.0367108319635291,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,广东省,深圳市,1
300315,掌趣科技,0,,2.0%,525200,7/14/28,7.0%,27000,140400.0,5.13,-36.6666666666667,3549.8618,176352.9601,173486.1557,2866.8044,0.265349276834139,0.534158534425163,,互联网和相关服务,软件与服务,游戏Ⅱ,文化娱乐,创业板,北京,北京市,0
300316,晶盛机电,0,,2.0%,283200,3-28,4.25%,0,0.0,55.97,140.47419986983,4304.3281,479783.7915,486757.753,-6973.9615,0.0624862618188611,0.900536558771604,,专用设备制造业,半导体与半导体生产设备,光伏设备,专用机械,创业板,浙江省,绍兴市,0
300319,麦捷科技,2000,14,3.1%,126600,7/14/28,5.0%,0,0.0,7.93,-26.8161910496868,122.4392,8836.8092,8716.8407,119.9685,0.0187135424907435,0.0564481358381988,2022-10-24,计算机、通信和其他电子设备制造业,技术硬件与设备,元件,元器件,创业板,广东省,深圳市,1
300320,海达股份,0,,2.0%,132600,7/14/28,6.0%,0,0.0,7.43,29.8032525058584,0.0,67.189,66.7714,0.4176,0.0,0.000507498816451507,2022-10-24,橡胶和塑料制品业,材料Ⅱ,橡胶,橡胶及制品,创业板,江苏省,江阴市,0
300322,硕贝德,0,,2.0%,144600,4-28,6.0%,23200,172376.0,7.39,-53.2677738986864,0.739,27390.2325,27522.5555,-132.323,0.0002260205446889,0.301750032021681,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,通信设备,创业板,广东省,惠州市,0
300323,华灿光电,700,14,3.1%,152800,7/14/28,6.0%,0,0.0,6.52,-42.6561125769569,154.0324,5082.0355,4918.4592,163.5763,0.0255784217902299,0.0341094541995206,2022-10-24,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,光学光电子,光学光电,创业板,湖北省,武汉市,1
300324,旋极信息,33400,14/28,3.2%,325600,7/14/28,6.0%,0,0.0,2.98,-53.8699690402477,0.0,10799.7594,12138.707,-1338.9476,0.0,0.0952094513067166,,软件和信息技术服务业,软件与服务,计算机设备,计算机设备,创业板,北京,北京市,1
300326,凯利泰,4100,7/14,3.1%,99400,4-28,5.0%,33800,219700.0,6.49,-72.8822088836876,1062.0794,33593.8646,32246.4666,1347.398,0.228333882778105,0.276891647493133,,专用设备制造业,医疗保健设备与服务,医疗器械,其他医药医疗,创业板,上海,上海市,1
300327,中颖电子,0,,2.0%,50900,4-28,5.65%,5600,146104.0,25.88,-5.04642218456162,319.3334,207054.6928,205942.8485,1111.8443,0.0364688216529746,0.773557940797328,,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,半导体,半导体,创业板,上海,上海市,0
300328,宜安科技,281000,14,3.1%,11400,4-28,7.0%,28800,177408.0,6.16,-42.7756254435587,6.5549,17913.206,18456.5905,-543.3845,0.00156184202752351,0.196786061068516,,金属制品业,材料Ⅱ,工业金属,工业金属,创业板,广东省,东莞市,1
300331,苏大维格,0,,2.0%,48200,7/14/28,6.0%,0,0.0,20.37,-39.5728270542866,0.0,1355.8146,1351.074,4.7406,0.0,0.0134932575239379,2022-10-24,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,消费电子,创业板,江苏省,苏州市,0
300332,天壕能源,0,,2.0%,140700,4-28,5.12%,15200,163248.0,10.64,128.19559892081,872.7354,15531.0392,14577.9589,953.0803,0.0972106909775377,0.167630026592015,2022-10-24,燃气生产和供应业,公用事业Ⅱ,燃气Ⅱ,环保及公用事业,创业板,北京,北京市,0
300333,兆日科技,648900,14/28,3.0%,134000,7/14/28,7.0%,0,0.0,7.17,-31.3875598086124,6.8832,1714.5053,1693.1203,21.385,0.00287567153632785,0.0201746755361661,,软件和信息技术服务业,技术硬件与设备,计算机设备,计算机设备,创业板,广东省,深圳市,1
300337,银邦股份,7000,14,3.1%,161000,7/14/28,6.0%,0,0.0,6.09,56.1794586289419,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,创业板,江苏省,无锡市,1
300339,润和软件,955300,7-182,2.0%,48400,7/14/28,6.11%,0,0.0,20.0,72.8608470181504,2306.244,283873.4532,242943.4196,40930.0336,0.149081265861633,0.302020553201503,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,计算机软件,创业板,江苏省,南京市,1
300342,天银机电,0,,2.0%,99000,7/14/28,7.0%,0,0.0,10.35,-40.7294340619085,176.5203,13655.5396,13503.3055,152.2341,0.0409733658232422,0.130498818990589,,电气机械和器材制造业,资本货物,家电零部件Ⅱ,照明电工及其他,创业板,江苏省,常熟市,0
300343,联创股份,410600,7/14,3.1%,126600,7/14/28,7.0%,0,0.0,8.0,197.397769516729,970.432,24351.2705,22796.1409,1555.1296,0.113770206442944,0.0413854802617564,,化学原料和化学制品制造业,材料Ⅱ,化学制品,其他化学制品Ⅱ,创业板,山东省,淄博市,1
300346,南大光电,0,,2.0%,244900,3-28,6.0%,3600,104148.0,28.82,-1.31526840073386,2150.8539,437529.073,434561.3193,2967.7537,0.145376354181311,0.792433677629851,,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,电子化学品Ⅱ,半导体,创业板,江苏省,苏州市,0
300347,泰格医药,0,,2.0%,129300,3-28,5.68%,100,6251.0,63.01,-36.5957047338796,9925.0768,543121.2207,524750.2653,18370.9554,0.276399750014625,0.886309718914743,,研究和试验发展,制药、生物科技与生命科学,医疗服务,其他医药医疗,创业板,浙江省,杭州市,0
300348,长亮科技,62700,14,3.1%,95800,7/14/28,6.0%,22400,238336.0,10.5,-50.1058931647856,596.5607,43597.3744,41668.2976,1929.0768,0.0921716947532554,0.246106086603195,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,广东省,深圳市,1
300349,金卡智能,0,,2.0%,77200,7/14/28,6.0%,0,0.0,12.67,-20.8294965046089,31.9284,11443.8618,11356.3813,87.4805,0.00660964409550408,0.279302419567972,,软件和信息技术服务业,资本货物,通用设备,仪器仪表Ⅱ,创业板,浙江省,乐清市,0
300351,永贵电器,71600,7/14,3.1%,72000,7/14/28,6.0%,0,0.0,13.66,14.3096234309624,5259.1,6015.0839,0.0778,6015.0061,1.49114125375048,0.0737517700252862,2022-10-24,计算机、通信和其他电子设备制造业,技术硬件与设备,轨交设备Ⅱ,运输设备,创业板,浙江省,台州市,1
300352,北信源,0,,2.0%,213000,7/14/28,5.0%,45400,218828.0,4.72,-40.0254129606099,386.3792,22083.2932,21642.4509,440.8423,0.0680466987718905,0.112571193374881,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,北京,北京市,0
300353,东土科技,0,,2.0%,92000,4-28,6.0%,2365600,25714072.0,10.79,-7.2226999140155,11832.4101,49058.4497,34954.7742,14103.6755,2.49270739867988,0.433615943550204,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,创业板,北京,北京市,0
300355,蒙草生态,295000,14,3.1%,263000,7/14/28,7.0%,0,0.0,3.74,20.5068964670428,59.8,11307.9115,11193.7816,114.1299,0.0119278406305337,0.0791666998067509,,生态保护和环境治理业,商业和专业服务,基础建设,建筑施工,创业板,内蒙古自治区,呼和浩特市,1
300357,我武生物,0,,2.0%,131200,7-42,4.0%,0,0.0,33.4,-43.6218379881717,1646.4063,141587.872,142151.0741,-563.2021,0.10495923576268,1.11085510367827,,医药制造业,制药、生物科技与生命科学,生物制品,生物医药Ⅱ,创业板,浙江省,湖州市,0
300358,楚天科技,0,,3.1%,79800,7/14/28,6.0%,68000,915280.0,13.53,8.27320557056594,478.9931,7267.4557,6814.2064,453.2493,0.0684963250135732,0.0539116834707391,2022-10-24,专用设备制造业,资本货物,医疗器械,其他医药医疗,创业板,湖南省,宁乡市,0
300360,炬华科技,45200,14,3.1%,65400,7/14/28,6.0%,0,0.0,15.06,61.6357912773745,0.0,10825.0346,10806.4473,18.5873,0.0,0.0809837460248631,2022-10-24,仪器仪表制造业,资本货物,电网设备,电气设备,创业板,浙江省,杭州市,1
300363,博腾股份,0,,2.0%,208200,7-42,6.0%,0,0.0,25.54,-10.4308774484174,2593.0864,303714.7352,294429.1936,9285.5416,0.202850030668298,0.84705477768244,2021-07-12,医药制造业,制药、生物科技与生命科学,医疗服务,化学制药,创业板,重庆,重庆市,0
300364,中文在线,613800,7/14/28,3.0%,66400,7/14/28,8.0%,6400,93696.0,14.25,83.8709677419355,10770.2926,18496.2313,2108.4116,16387.8197,1.16269285215088,0.0398071013133724,2022-10-24,新闻和出版业,媒体Ⅱ,出版,媒体,创业板,北京,北京市,1
300366,创意信息,187500,14/28,3.0%,87600,7/14/28,7.0%,9600,107424.0,11.03,-19.4890510948905,227.4806,134263.9825,131569.1757,2694.8068,0.041608589497327,0.548411860261672,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,四川省,成都市,1
300369,绿盟科技,0,,2.0%,137300,7/14/28,7.0%,0,0.0,11.07,-42.064373371051,490.3943,57664.0393,57119.7488,544.2905,0.060043733770344,0.340914220295991,,软件和信息技术服务业,软件与服务,软件开发,计算机设备,创业板,北京,北京市,0
300373,扬杰科技,7800,14,3.1%,26800,14/28,5.0%,0,0.0,35.0,15.8755367618385,25427.031,539593.6355,507992.0103,31601.6252,1.34435910716513,0.964078566527374,,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,半导体,半导体,创业板,江苏省,扬州市,1
300376,易事特,0,,2.0%,363600,3-28,5.55%,11700,73359.0,6.29,24.6106910274013,3158.7544,35587.9041,31826.6534,3761.2507,0.215998871562268,0.0950131903446152,2022-10-24,电气机械和器材制造业,资本货物,其他电源设备Ⅱ,电源设备,创业板,广东省,东莞市,0
300377,赢时胜,609000,7/14/28,3.0%,97600,7/14/28,8.0%,0,0.0,9.63,-7.72631538514341,604.9874,23689.511,23154.5899,534.9211,0.0939921088957023,0.113658415152183,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,广东省,深圳市,1
300378,鼎捷软件,370800,14,3.1%,36400,7/14/28,8.0%,0,0.0,26.05,-24.1214695649472,27.3525,21745.7384,21453.1082,292.6302,0.00392518331447189,0.131668368723222,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,上海,上海市,1
300379,东方通,827000,14,3.1%,55600,4-28,6.0%,8500,156825.0,18.16,-33.9488551792164,1256.4777,59593.7574,57883.2309,1710.5265,0.159842733353784,0.212340223375007,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,北京,北京市,1
300382,斯莱克,0,,2.0%,104500,7/14/28,6.0%,2200,23474.0,10.64,35.4808094090873,50.3134,8844.9275,8623.086,221.8415,0.00752646219789978,0.0647871059136232,2022-10-24,专用设备制造业,资本货物,专用设备,专用机械,创业板,江苏省,苏州市,0
300383,光环新网,0,,2.0%,832200,4-42,5.0%,10000,98900.0,9.7,-61.7069043930205,3593.2739,260234.5516,243260.0232,16974.5284,0.20651824524428,0.892373236284035,,软件和信息技术服务业,软件与服务,通信服务,云服务,创业板,北京,北京市,0
300390,天华新能,0,,2.0%,193400,4-42,4.76%,27900,792918.0,28.42,136.508695863073,13905.8378,236708.8279,209741.1379,26967.69,0.799868811523347,0.351914125980191,2022-07-11,计算机、通信和其他电子设备制造业,技术硬件与设备,能源金属,其他化学制品Ⅱ,创业板,江苏省,苏州市,0
300393,中来股份,0,,2.0%,193400,3-28,6.0%,10100,115645.0,11.62,113.419948734262,3540.7279,72012.5717,66840.1686,5172.4031,0.319438397751942,0.145291491918991,2022-10-24,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,光伏设备,电源设备,创业板,江苏省,常熟市,0
300394,天孚通信,219500,14/28,3.0%,4200,7/14/28,8.0%,2200,187990.0,83.85,145.871892575215,5178.4,184878.7397,181511.5871,3367.1526,0.17229819077184,0.651535609499728,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,创业板,江苏省,苏州市,1
300395,菲利华,0,,2.0%,187700,4-42,4.0%,10700,481286.0,45.68,48.3269790925047,2527.1044,50586.7577,47368.1968,3218.5609,0.116619532116524,0.296037878422999,2022-10-24,非金属矿物制品业,材料Ⅱ,航空装备Ⅱ,其他军工Ⅱ,创业板,湖北省,荆州市,0
300397,天和防务,46900,14/28,3.2%,91600,7/14/28,6.0%,0,0.0,10.62,-51.9239474875509,9.7704,11712.0575,11584.6987,127.3588,0.00229655434746063,0.0664602669702488,,计算机、通信和其他电子设备制造业,资本货物,军工电子Ⅱ,兵器兵装Ⅱ,创业板,陕西省,西安市,1
300398,飞凯材料,0,,2.0%,71100,4-28,6.0%,9000,146970.0,16.4,-23.6123907363381,2237.4798,194962.2393,194579.6192,382.6201,0.259588071332088,0.917365922537174,,化学原料和化学制品制造业,材料Ⅱ,电子化学品Ⅱ,其他化学制品Ⅱ,创业板,上海,上海市,0
300401,花园生物,0,,2.0%,106000,3-28,5.0%,900,10323.0,11.44,-30.8336561738647,97.4597,23389.9805,23379.4191,10.5614,0.0157116090213376,0.251912172311331,,食品制造业,制药、生物科技与生命科学,化学制药,化学制药,创业板,浙江省,东阳市,0
300403,汉宇集团,63900,14/28,3.2%,123600,7/14/28,8.0%,0,0.0,7.75,51.4715924000751,57.815,4701.3862,4689.5811,11.8051,0.0190225320847069,0.0396718703562722,2022-10-24,电气机械和器材制造业,耐用消费品与服装,家电零部件Ⅱ,照明电工及其他,创业板,广东省,江门市,1
300406,九强生物,0,,2.0%,172700,3-28,5.64%,1500,27345.0,18.02,-20.7610766726465,175.5004,15329.3141,14994.8696,334.4445,0.0228638223425911,0.175090623368957,2022-10-24,医药制造业,制药、生物科技与生命科学,医疗器械,化学制药,创业板,北京,北京市,0
300408,三环集团,0,,2.0%,132000,7/14/28,5.08%,0,0.0,31.46,19.8926517454801,1107.9426,147328.6096,154543.8716,-7215.262,0.0190322778172338,0.420407272009842,,计算机、通信和其他电子设备制造业,技术硬件与设备,元件,元器件,创业板,广东省,潮州市,0
300409,道氏技术,0,,2.0%,91500,4-28,6.0%,15000,173100.0,11.67,-7.05067906050475,719.2326,18746.6111,17899.4094,847.2017,0.128915981466538,0.0796368178730563,2022-10-24,电气机械和器材制造业,材料Ⅱ,电池,其他化学制品Ⅱ,创业板,广东省,恩平市,0
300413,芒果超媒,0,,2.0%,233400,3-28,6.0%,0,0.0,29.22,-50.4787254786552,6932.3807,291782.5912,281081.0268,10701.5644,0.232208876583344,0.671343564999607,,文化艺术业,媒体Ⅱ,数字媒体,互联网媒体,创业板,湖南省,长沙市,0
300414,中光防雷,936400,7/14,3.1%,90000,7/14/28,8.0%,0,0.0,10.86,-20.5840657450033,18.3534,2971.9751,2959.7002,12.2749,0.00542922636399554,0.0474748600686623,,计算机、通信和其他电子设备制造业,资本货物,通信设备,通信设备,创业板,四川省,成都市,1
300415,伊之密,7900,7/14,3.1%,54000,4-28,6.0%,8200,148338.0,18.2,67.7550374060742,948.5057,5096.451,4094.8815,1001.5695,0.123415095571457,0.0354074207876786,2022-10-24,专用设备制造业,资本货物,专用设备,通用设备,创业板,广东省,佛山市,1
300416,苏试试验,0,,2.0%,93500,3-28,6.0%,8600,144394.0,16.84,33.5915023472905,100.9271,11737.1192,11189.3214,547.7978,0.0118623727385446,0.149359751370935,2022-10-24,专业技术服务业,商业和专业服务,专业服务,仪器仪表Ⅱ,创业板,江苏省,苏州市,0
300418,昆仑万维,373800,7/14,3.1%,224700,7/14/28,8.0%,22200,806526.0,35.63,43.9261294302298,37384.6456,666642.8807,630164.77,36478.1107,0.965278675270175,0.731377294436311,,互联网和相关服务,软件与服务,游戏Ⅱ,文化娱乐,创业板,北京,北京市,1
300428,立中集团,260300,7/14,3.1%,45200,7/14/28,6.0%,4000,94400.0,23.5,43.3733714994948,587.8807,12863.9541,12227.6802,636.2739,0.047311430228931,0.0741740795850131,2022-10-24,汽车制造业,汽车与汽车零部件,汽车零部件,工业金属,创业板,河北省,保定市,1
300429,强力新材,259000,14,3.1%,111000,7/14/28,6.0%,0,0.0,8.91,-46.5202859472051,45.1737,5679.9582,5643.5714,36.3868,0.0134942559463829,0.0566894791510745,,化学原料和化学制品制造业,材料Ⅱ,电子化学品Ⅱ,其他化学制品Ⅱ,创业板,江苏省,常州市,1
300432,富临精工,0,,2.0%,182100,3-28,6.0%,1400,13622.0,9.74,64.9633384034678,3774.5226,58133.6516,53018.2404,5115.4112,0.324356924034885,0.149486952622625,2022-10-24,汽车制造业,汽车与汽车零部件,电池,汽车零部件Ⅱ,创业板,四川省,绵阳市,0
300433,蓝思科技,0,,2.0%,3625400,7/14/28,4.0%,1709200,20168560.0,11.36,-62.8211592307311,626.8471,665611.8902,655219.6783,10392.2119,0.0111235990126983,0.988630260436525,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,创业板,湖南省,浏阳市,0
300437,清水源,152100,7/14/28,3.2%,73400,7/14/28,8.0%,0,0.0,13.99,27.7897751960404,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,化学原料和化学制品制造业,材料Ⅱ,环境治理,其他化学制品Ⅱ,创业板,河南省,济源市,1
300438,鹏辉能源,221700,14/28,3.2%,24600,7/14/28,6.0%,0,0.0,39.4,133.460372454664,9989.7519,110160.4618,97796.9006,12363.5612,0.706056915309754,0.223836766112279,2022-10-24,电气机械和器材制造业,资本货物,电池,新能源动力系统,创业板,广东省,广州市,1
300443,金雷股份,237500,7/14/28,3.2%,34800,4-28,6.0%,3600,103860.0,28.74,19.1740110070024,2372.7773,21550.9396,18013.8191,3537.1205,0.447740054116622,0.087508407558474,2022-10-24,专用设备制造业,资本货物,风电设备,电源设备,创业板,山东省,济南市,1
300450,先导智能,0,,2.0%,679500,4-28,5.55%,0,0.0,30.54,12.4806732370908,5786.4628,440428.4938,435642.2909,4786.2029,0.13030093496953,0.706015739473365,,专用设备制造业,资本货物,电池,专用机械,创业板,江苏省,无锡市,0
300451,创业慧康,0,,2.0%,144100,3-28,6.0%,19200,125184.0,6.5,-44.7115723951889,158.2647,51092.1757,53456.9597,-2364.784,0.0179383262167267,0.352833086079219,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,浙江省,杭州市,0
300454,深信服,0,,2.0%,193100,3-28,5.18%,3100,338520.0,109.18,-45.6023423832597,1598.0677,200466.0429,193564.014,6902.0289,0.0535844473181646,0.697273635451072,,软件和信息技术服务业,软件与服务,软件开发,云服务,创业板,广东省,深圳市,0
300456,赛微电子,0,,2.0%,165700,7/14/28,6.0%,6600,129030.0,19.39,-28.4231049559972,2165.6128,101346.8063,98565.6889,2781.1174,0.1912332070594,0.388772405956143,2022-10-24,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,半导体,其他电子零组件Ⅱ,创业板,北京,北京市,0
300457,赢合科技,0,,2.0%,213100,3-28,8.0%,0,0.0,24.42,-23.6421675474207,2444.5128,138319.0395,136725.3392,1593.7003,0.180886848659598,0.596885184074799,,专用设备制造业,资本货物,电池,专用机械,创业板,广东省,深圳市,0
300458,全志科技,0,,2.0%,401500,3-28,6.0%,100,2384.0,23.9,26.3028883033218,2471.8671,469647.841,467570.55,2077.291,0.203253147034597,0.957612380414176,,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,半导体,半导体,创业板,广东省,珠海市,0
300459,汤姆猫,1958100,7/14/28,3.0%,178200,7/14/28,7.0%,0,0.0,5.39,78.476821192053,4266.1456,59219.7668,54556.073,4663.6938,0.263762036543286,0.0885232716948414,2022-10-24,互联网和相关服务,软件与服务,游戏Ⅱ,文化娱乐,创业板,浙江省,绍兴市,1
300463,迈克生物,134000,14,3.1%,110700,4-28,4.93%,19600,287336.0,14.67,-68.1017740976822,420.3131,139498.6456,135992.1763,3506.4693,0.0578450960138915,0.984352340792983,,医药制造业,制药、生物科技与生命科学,医疗器械,化学制药,创业板,四川省,成都市,1
300468,四方精创,9400,14/28,3.2%,92600,7/14/28,6.0%,0,0.0,11.18,-21.4601961073242,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-10,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,广东省,深圳市,1
300471,厚普股份,259200,14/28,3.2%,72200,7/14/28,6.0%,0,0.0,13.79,35.7283464566929,0.0,43106.875,33456.8228,9650.0522,0.0,0.188296898104756,,专用设备制造业,资本货物,专用设备,专用机械,创业板,四川省,成都市,1
300472,新元科技,0,,2.0%,109800,7/14/28,6.0%,0,0.0,8.98,-14.8815165876777,19.9356,63.4773,41.4867,21.9906,0.00883203449248428,0.000573550011461851,2022-10-24,专用设备制造业,资本货物,专用设备,专用机械,创业板,江西省,抚州市,0
300474,景嘉微,0,,4.0%,266100,7-42,7.0%,0,0.0,70.37,40.5833433147182,9630.9649,883923.0233,874628.0238,9294.9995,0.41612542993562,1.63449430193104,,计算机、通信和其他电子设备制造业,资本货物,军工电子Ⅱ,航空航天,创业板,湖南省,长沙市,0
300475,香农芯创,729900,7/14/28,3.0%,32600,7/14/28,8.0%,0,0.0,29.87,221.280501572155,0.0,11.1398,11.0784,0.0614,0.0,0.00012915567178958,2022-10-24,批发业,资本货物,其他电子Ⅱ,其他电子零组件Ⅱ,创业板,安徽省,宁国市,1
300476,胜宏科技,81300,7/14/28,3.0%,46800,7/14/28,8.0%,350000,7171500.0,20.26,-10.2338228275046,948.4557,146922.0134,146432.4071,489.6063,0.0546688921727687,0.445557517917081,,计算机、通信和其他电子设备制造业,技术硬件与设备,元件,元器件,创业板,广东省,惠州市,1
300477,合纵科技,404000,14,3.1%,234600,7/14/28,6.0%,54100,241286.0,4.46,-36.6477272727273,304.7023,3190.9009,2854.9004,336.0005,0.0736588591167283,0.017807423192177,2022-10-24,电气机械和器材制造业,资本货物,电池,电气设备,创业板,北京,北京市,1
300479,神思电子,121100,7/14/28,3.2%,55400,7/14/28,6.0%,0,0.0,17.42,5.25463190139765,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-24,计算机、通信和其他电子设备制造业,技术硬件与设备,计算机设备,计算机设备,创业板,山东省,济南市,1
300481,濮阳惠成,0,,2.0%,56000,7/14/28,6.0%,0,0.0,17.59,-25.3829913483135,0.0,4029.2939,4013.5922,15.7017,0.0,0.0349193744923164,2022-10-24,化学原料和化学制品制造业,材料Ⅱ,电子化学品Ⅱ,其他化学制品Ⅱ,创业板,河南省,濮阳市,0
300482,万孚生物,24200,14,3.1%,20000,7/14/28,5.0%,0,0.0,25.53,-61.6931019776713,2132.8247,407992.4879,395114.2385,12878.2494,0.251145400885271,1.25505927618747,,医药制造业,制药、生物科技与生命科学,医疗器械,生物医药Ⅱ,创业板,广东省,广州市,1
300487,蓝晓科技,0,,2.0%,58000,7/14/28,4.43%,25400,1590294.0,63.82,254.815999384082,2625.0251,35075.846,32657.3986,2418.4474,0.13623452259118,0.188369973760426,2022-10-24,化学原料和化学制品制造业,材料Ⅱ,塑料,塑料及制品,创业板,陕西省,西安市,0
300493,润欣科技,12500,14/28,3.2%,137100,4-28,6.0%,27000,214110.0,7.86,-11.2127104968815,6.7596,3119.5736,3099.0275,20.5461,0.00171659068953107,0.0416283430396769,,软件和信息技术服务业,技术硬件与设备,其他电子Ⅱ,半导体,创业板,上海,上海市,1
300496,中科创达,0,,2.0%,131900,4-28,5.71%,0,0.0,80.42,-9.40586131564153,6977.1991,525149.4675,517943.8197,7205.6478,0.237261521860972,0.927910643697488,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,计算机软件,创业板,北京,北京市,0
300497,富祥药业,0,,2.0%,94600,7/14/28,7.0%,0,0.0,12.57,-35.6187792062216,325.7641,7853.8346,7519.6732,334.1614,0.0579370331202496,0.0454475557156283,2022-10-24,医药制造业,制药、生物科技与生命科学,化学制药,化学制药,创业板,江西省,景德镇市,0
300498,温氏股份,0,,2.0%,606600,7/14/28,4.82%,100,1700.0,17.1,-24.8815284897591,1509.258,430423.8495,422817.2998,7606.5497,0.0162205484687865,0.859538988614516,,畜牧业,食品、饮料与烟草,养殖业,畜牧业,创业板,广东省,云浮市,0
300499,高澜股份,336000,7/14,3.1%,72000,7/14/28,7.0%,0,0.0,13.48,24.3954617316411,0.0,397.163,395.3606,1.8024,0.0,0.00209468689536638,2022-10-24,电气机械和器材制造业,资本货物,专用设备,专用机械,创业板,广东省,广州市,1
300502,新易盛,0,,2.0%,391700,7/14/28,8.0%,0,0.0,47.0,43.4019964564099,15169.1889,783733.6802,767167.5232,16566.157,0.522570202343511,1.26952943257516,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,创业板,四川省,成都市,0
300505,川金诺,1026400,7/14,3.1%,58800,7/14/28,7.0%,0,0.0,16.66,33.1908113888119,1207.4668,13148.6379,11758.1995,1390.4384,0.439373219542676,0.0717591737978856,2022-10-24,化学原料和化学制品制造业,材料Ⅱ,农化制品,农用化工,创业板,云南省,昆明市,1
300507,苏奥传感,129600,7/14,3.1%,170000,7/14/28,6.0%,0,0.0,5.75,17.9492856291816,0.0,0.4597,0.4483,0.0114,0.0,3.59498745722433e-06,2022-10-24,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,创业板,江苏省,扬州市,1
300518,盛讯达,4000,14/28,3.2%,55900,7/14/28,6.0%,0,0.0,19.17,39.762082863413,31.7992,2267.0094,2207.5298,59.4796,0.00867812723746012,0.0328458141287547,2022-10-24,软件和信息技术服务业,软件与服务,互联网电商,电商及服务Ⅱ,创业板,广东省,深圳市,1
300520,科大国创,86300,7/14/28,3.2%,50200,7/14/28,6.0%,0,0.0,19.36,-9.30068576578264,0.0,969.6078,978.5306,-8.9228,0.0,0.00596428783175848,2022-10-24,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,安徽省,合肥市,1
300525,博思软件,0,,2.0%,117500,7/14/28,5.43%,600,9642.0,15.93,1.34997857242381,248.9079,1182.6941,932.9488,249.7453,0.0255784969321533,0.015112944340126,2023-07-10,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,福建省,福州市,0
300527,中船应急,0,,2.0%,170400,7/14/28,5.19%,200,1670.0,8.26,-20.411435511552,451.3685,38703.7076,38239.2201,464.4875,0.0567306810948612,0.268794666605493,,专用设备制造业,资本货物,地面兵装Ⅱ,其他军工Ⅱ,创业板,湖北省,武汉市,0
300529,健帆生物,0,,2.0%,211200,3-42,4.0%,0,0.0,22.04,-64.5676807955332,1038.3177,127326.3746,125220.9964,2105.3782,0.0919185996483855,0.513070602070873,,专用设备制造业,医疗保健设备与服务,医疗器械,其他医药医疗,创业板,广东省,珠海市,0
300558,贝达药业,0,,2.0%,73300,7/14/28,5.0%,0,0.0,45.1,-63.5199938121728,1520.2173,157026.807,155544.9307,1481.8763,0.0810707380415227,0.730044299777216,,医药制造业,制药、生物科技与生命科学,化学制药,化学制药,创业板,浙江省,杭州市,0
