日期,最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%)
2023-01-16,15.08,0.87,"13,668.64","1,407.01","1,008.10",0.05,0.60
2023-01-17,14.97,-0.73,"12,511.01",236.02,"-1,054.31",0.04,0.17
2023-01-18,15.11,0.94,"13,446.67",912.46,817.01,0.05,0.84
2023-01-19,15.09,-0.13,"12,314.48",157.50,"-1,108.81",0.04,0.16
2023-01-20,15.13,0.27,"11,973.41",222.10,-373.45,0.04,0.24
2023-01-30,15.15,0.13,"12,403.59",555.83,417.29,0.04,0.27
2023-01-31,14.99,-1.06,"12,129.92",422.30,-144.88,0.04,0.27
2023-02-01,14.70,-1.93,"11,169.96",144.11,-724.09,0.04,0.06
2023-02-02,14.60,-0.68,"11,227.12",371.33,131.82,0.04,0.16
2023-02-03,14.32,-1.92,"11,070.81",546.91,58.91,0.04,0.31
2023-02-06,14.00,-2.23,"10,681.03",200.22,-141.90,0.04,0.11
2023-02-07,14.21,1.50,"11,020.19",536.57,178.91,0.04,0.43
2023-02-08,14.04,-1.20,"10,771.17",152.74,-117.82,0.04,0.16
2023-02-09,14.13,0.64,"10,733.95",140.16,-106.36,0.04,0.12
2023-02-10,13.98,-1.06,"7,573.49",8.39,"-3,045.95",0.03,0.01
2023-02-13,13.82,-1.14,"7,518.87",236.48,31.88,0.03,0.10
2023-02-14,13.96,1.01,"7,383.83",255.16,-210.15,0.03,0.20
2023-02-15,13.67,-2.08,"6,948.97",41.94,-282.20,0.03,0.02
2023-02-16,13.60,-0.51,"7,267.53",419.32,357.77,0.03,0.24
2023-02-17,13.43,-1.25,"6,948.78",349.99,-230.39,0.03,0.28
2023-02-20,14.15,5.36,"8,542.60","1,515.17","1,201.53",0.03,0.51
2023-02-21,14.10,-0.35,"7,377.79",295.37,"-1,131.83",0.03,0.21
2023-02-22,14.02,-0.57,"7,484.86",366.52,148.93,0.03,0.41
2023-02-23,14.05,0.21,"7,633.34",491.07,133.27,0.03,0.42
2023-02-24,13.86,-1.35,"6,912.50",63.12,-618.15,0.03,0.06
2023-02-27,13.69,-1.23,"6,898.56",288.04,71.18,0.03,0.34
2023-02-28,13.78,0.66,"6,985.25",168.87,41.12,0.03,0.20
2023-03-01,14.17,2.83,"7,799.20",778.29,611.31,0.03,0.45
2023-03-02,14.24,0.49,"7,749.15",388.87,-88.63,0.03,0.27
2023-03-03,14.29,0.35,"7,934.70",436.47,158.04,0.03,0.44
2023-03-06,13.85,-3.08,"7,261.86",117.89,-430.14,0.03,0.06
2023-03-07,13.69,-1.16,"7,511.14",718.14,337.42,0.03,0.40
2023-03-08,13.53,-1.17,"7,152.48",519.41,-270.09,0.03,0.35
2023-03-09,13.20,-2.44,"6,792.57",402.30,-186.61,0.03,0.17
2023-03-10,13.14,-0.45,"6,627.32",320.66,-134.67,0.03,0.28
2023-03-13,13.05,-0.68,"6,594.01",423.74,12.12,0.03,0.32
2023-03-14,12.87,-1.38,"6,219.28",366.39,-282.87,0.02,0.25
2023-03-15,13.05,1.40,"6,474.61",512.81,168.37,0.03,0.40
2023-03-16,12.82,-1.76,"2,854.58",428.58,"-3,525.98",0.01,0.36
2023-03-17,12.75,-0.55,"2,215.26",538.12,-628.72,0.01,0.27
2023-03-20,12.57,-1.41,"1,530.73",458.68,-658.31,0.01,0.30
2023-03-21,12.70,1.03,"1,284.96",373.49,-259.93,0.01,0.35
2023-03-22,12.79,0.71,"1,655.64",699.61,361.51,0.01,0.62
2023-03-23,12.90,0.86,"1,652.33",502.08,-17.41,0.01,0.49
2023-03-24,12.82,-0.62,"2,006.20",967.09,363.91,0.01,1.21
2023-03-27,12.60,-1.72,948.66,163.20,"-1,020.17",0.00,0.13
2023-03-28,12.64,0.32,"1,283.97",424.84,332.32,0.01,0.50
2023-03-29,12.53,-0.87,"1,232.70",63.73,-40.30,0.01,0.08
2023-03-30,12.68,1.20,"1,324.05",220.51,75.85,0.01,0.21
2023-03-31,12.53,-1.18,"2,132.61","1,097.07",830.15,0.01,1.00
2023-04-03,12.67,1.12,"1,223.16",155.58,-929.45,0.00,0.17
2023-04-04,12.65,-0.16,"1,096.50",45.59,-124.53,0.00,0.06
2023-04-06,12.58,-0.55,831.79,85.28,-257.85,0.00,0.12
2023-04-07,12.62,0.32,666.34,20.45,-168.13,0.00,0.03
2023-04-10,12.68,0.48,"1,785.09","1,131.45","1,113.10",0.01,1.40
2023-04-11,12.54,-1.10,"1,237.32",83.77,-529.67,0.01,0.09
2023-04-12,12.48,-0.48,919.15,299.13,-312.63,0.00,0.26
2023-04-13,12.56,0.64,871.54,204.79,-53.23,0.00,0.14
2023-04-14,12.69,1.04,"1,057.46",348.93,177.58,0.00,0.21
2023-04-17,12.93,1.89,"2,091.69","1,382.24","1,004.01",0.01,0.83
2023-04-18,13.00,0.54,947.57,156.99,"-1,160.82",0.00,0.08
2023-04-19,12.85,-1.15,948.20,183.96,11.62,0.00,0.14
2023-04-20,12.75,-0.78,"1,033.39",254.71,92.41,0.00,0.25
2023-04-21,12.50,-1.96,969.13,267.18,-44.47,0.00,0.23
2023-04-24,12.10,-3.20,"1,024.99",215.87,87.97,0.00,0.12
2023-04-25,12.28,1.49,"1,016.91",177.68,-23.28,0.00,0.11
2023-04-26,12.12,-1.30,"1,019.05",207.80,15.34,0.00,0.17
2023-04-27,12.26,1.16,"1,236.91",452.28,204.71,0.01,0.37
2023-04-28,12.55,2.37,"1,001.87",339.93,-264.75,0.00,0.19
2023-05-04,12.73,1.43,"2,008.03","1,290.61",981.95,0.01,0.69
2023-05-05,12.91,1.41,"2,265.45",511.70,229.93,0.01,0.22
2023-05-08,13.32,3.18,"4,093.90","1,993.01","1,743.86",0.02,0.57
2023-05-09,13.16,-1.20,"4,311.25",812.58,270.76,0.02,0.25
2023-05-10,12.84,-2.43,"3,780.26",469.95,-429.33,0.02,0.29
2023-05-11,12.85,0.08,"3,574.26",437.03,-209.87,0.01,0.37
2023-05-12,12.62,-1.79,"3,360.87",368.00,-150.35,0.01,0.33
2023-05-15,12.83,1.66,"3,532.52",559.76,114.05,0.01,0.48
2023-05-16,12.62,-1.64,"3,254.86",448.01,-221.21,0.01,0.35
2023-05-17,12.49,-1.03,"3,269.63",475.53,48.44,0.01,0.50
2023-05-18,12.49,0.00,"3,166.85",456.00,-103.15,0.01,0.53
2023-05-19,12.34,-1.20,"2,986.05",362.39,-143.05,0.01,0.43
2023-05-22,12.38,0.32,"2,913.77",296.75,-81.92,0.01,0.44
2023-05-23,12.21,-1.37,"2,840.79",228.34,-33.16,0.01,0.27
2023-05-24,12.01,-1.64,"2,805.79",303.60,11.61,0.01,0.30
2023-05-25,11.93,-0.67,"3,160.39",557.51,372.19,0.01,0.53
2023-05-26,12.10,1.42,"3,318.92",352.71,112.57,0.01,0.57
2023-05-29,11.98,-0.99,"3,386.88",441.76,101.19,0.01,0.65
2023-05-30,11.87,-0.92,"3,541.90",295.62,186.01,0.02,0.33
2023-05-31,11.60,-2.27,"3,340.46",144.73,-121.62,0.01,0.11
2023-06-01,11.59,-0.09,"4,461.47","1,296.37","1,124.51",0.02,1.50
2023-06-02,11.93,2.93,"4,950.49",505.63,355.40,0.02,0.35
2023-06-05,11.91,-0.17,"4,974.22",198.94,31.99,0.02,0.32
2023-06-06,11.84,-0.59,"5,226.89",545.62,284.88,0.02,0.55
2023-06-07,11.94,0.84,"5,243.89",300.88,-27.21,0.02,0.39
2023-06-08,12.12,1.51,"6,634.57","1,531.53","1,304.85",0.03,1.46
2023-06-09,11.88,-1.98,"5,064.40",198.83,"-1,442.81",0.02,0.13
2023-06-12,11.79,-0.76,"4,992.90",199.10,-33.18,0.02,0.22
2023-06-13,11.77,-0.17,"4,596.38",178.04,-387.96,0.02,0.18
2023-06-14,11.47,-0.17,"4,314.06",360.38,-166.65,0.02,0.29
2023-06-15,11.61,1.22,"4,379.95",196.16,13.12,0.02,0.18
2023-06-16,11.63,0.17,"4,121.63",70.10,-265.75,0.02,0.07
2023-06-19,11.45,-1.55,"4,057.04",134.46,-0.80,0.02,0.12
2023-06-20,11.36,-0.79,"3,929.84",389.85,-95.58,0.02,0.63
2023-06-21,11.35,-0.09,"3,831.04",111.04,-95.87,0.02,0.16
2023-06-26,11.18,-1.50,"3,904.80",315.93,131.41,0.02,0.42
2023-06-27,11.28,0.89,"2,818.83",105.32,"-1,118.14",0.01,0.20
2023-06-28,11.30,0.18,"2,444.60",88.18,-378.44,0.01,0.21
2023-06-29,11.18,-1.06,"3,493.49","1,215.47","1,077.40",0.02,2.23
2023-06-30,11.23,0.45,"2,296.94",340.39,"-1,213.41",0.01,0.58
2023-07-03,11.49,2.32,"2,597.73",544.60,245.89,0.01,0.54
2023-07-04,11.40,-0.78,"3,047.29",569.32,469.44,0.01,0.81
2023-07-05,11.34,-0.53,"2,807.06",65.93,-223.96,0.01,0.14
2023-07-06,11.24,-0.88,"3,021.61",366.66,239.75,0.01,0.55
2023-07-07,11.20,-0.36,"3,057.78",117.85,46.98,0.01,0.22
2023-07-10,11.20,0.00,"3,134.06",116.51,76.44,0.01,0.21
2023-07-11,11.21,0.09,"2,895.95",90.16,-241.00,0.01,0.14
2023-07-12,11.24,0.27,"2,878.07",196.48,-25.72,0.01,0.24
2023-07-13,11.43,1.69,"2,449.52",480.02,-476.03,0.01,0.37
2023-07-14,11.46,0.26,"1,773.85",27.54,-683.05,0.01,0.03
2023-07-17,11.31,-1.31,"1,670.22",58.41,-80.32,0.01,0.08
2023-07-18,11.25,-0.53,"1,483.72",133.85,-177.75,0.01,0.25
2023-07-19,11.31,0.53,"1,362.59",43.51,-128.60,0.01,0.10
2023-07-20,11.32,0.09,"1,689.58",374.36,327.08,0.01,0.59
2023-07-21,11.34,0.18,"1,847.25",359.49,154.58,0.01,0.84
2023-07-24,11.26,-0.71,"1,885.67",199.90,51.47,0.01,0.42
2023-07-25,11.72,4.09,"1,712.25",442.65,-247.95,0.01,0.19
2023-07-26,11.67,-0.43,"1,620.22",124.83,-84.54,0.01,0.14
2023-07-27,11.75,0.69,"1,844.47",273.64,213.78,0.01,0.21
2023-07-28,12.26,4.34,"2,211.31",489.57,283.03,0.01,0.17
2023-07-31,12.32,0.49,"2,080.95",113.89,-141.41,0.01,0.05
2023-08-01,12.16,-1.30,"2,022.06",187.57,-32.00,0.01,0.16
2023-08-02,12.03,-1.07,"1,998.28",263.14,-2.17,0.01,0.20
2023-08-03,12.33,2.49,"2,134.17",369.70,85.08,0.01,0.26
2023-08-04,12.30,-0.24,"2,254.18",279.22,125.87,0.01,0.17
2023-08-07,12.16,-1.14,"1,975.59",64.68,-252.88,0.01,0.08
2023-08-08,12.10,-0.49,"2,042.56",182.95,76.66,0.01,0.21
2023-08-09,12.17,0.58,"2,158.92",198.85,104.41,0.01,0.28
2023-08-10,12.16,-0.08,"2,238.98",158.00,81.67,0.01,0.27
2023-08-11,11.89,-2.22,"2,059.07",327.54,-131.47,0.01,0.29
2023-08-14,11.67,-1.85,"1,651.73",91.28,-369.33,0.01,0.08
2023-08-15,11.73,0.51,"1,995.58",427.84,334.57,0.01,0.51
2023-08-16,11.73,0.00,"1,908.43",281.62,-87.11,0.01,0.42
2023-08-17,11.57,-1.36,"1,793.77",260.03,-88.60,0.01,0.23
2023-08-18,11.56,-0.09,"1,911.41",280.28,119.86,0.01,0.37
