证券代码,证券名称,华泰借入数量(股),华泰借入期限(天),华泰借入利率,华泰融出数量(股),华泰融出期限(天),华泰融出利率,成交量(股),成交额(元),最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券偿还额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%),融券标的纳入日期,证监会行业,Wind行业,申银万国行业,中信证券行业,上市板块,所属省份,所属城市,flag
1,平安银行,0,,0.02 ,15847000,3-182,0.04 ,0,0,11.56,-16.72642303,1911.4055,859349.6612,942902.1303,-83552.4691,0.008520579,0.703306233,,货币金融服务,银行,股份制银行Ⅱ,全国性股份制银行Ⅱ,主板,广东省,深圳市,0
2,万  科Ａ,100,7,0.03 ,16374900,3-182,0.05 ,0,0,14.31,-41.52281292,10270.8509,1120683.281,1135702.401,-15019.1197,0.07386683,0.830269385,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
6,深振业Ａ,805500,7/14/28,0.03 ,191400,3月28日,0.08 ,0,0,5.39,-20.49699963,847.2449,15361.7648,15310.8504,50.9144,0.1164362,0.156770447,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
8,神州高铁,0,,0.02 ,411400,7/14/28,0.07 ,0,0,2.53,-19.68253968,9.3863,5117.0754,5998.4189,-881.3435,0.001410607,0.095954873,,铁路、船舶、航空航天和其他运输设备制造业,资本货物,轨交设备Ⅱ,运输设备,主板,北京,北京市,0
9,中国宝安,0,,0.02 ,815400,7-42,0.04 ,31000,334490,10.71,36.34040869,2509.8585,445791.915,443943.2963,1848.6187,0.091849343,0.658141889,,综合,资本货物,电池,综合Ⅱ,主板,广东省,深圳市,0
12,南  玻Ａ,0,,0.02 ,760800,7-42,0.05 ,5500,32340,5.86,3.036230507,521.305,109746.1956,110081.9137,-335.7181,0.045469251,0.429284593,,非金属矿物制品业,材料Ⅱ,玻璃玻纤,结构材料,主板,广东省,深圳市,0
16,深康佳Ａ,5500,14/28,0.03 ,223600,7/14/28,0.06 ,0,0,4.38,-40.59746485,753.3903,14437.1028,13569.6709,867.4319,0.107733675,0.16861199,,计算机、通信和其他电子设备制造业,耐用消费品与服装,黑色家电,黑色家电Ⅱ,主板,广东省,深圳市,1
21,深科技,0,,0.02 ,218900,7/14/28,0.06 ,15600,261456,16.73,-35.71966954,3452.3876,208600.4068,207470.7314,1129.6754,0.132280014,0.527720424,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,主板,广东省,深圳市,0
25,特  力Ａ,0,,0.02 ,61200,7/14/28,0.07 ,0,0,16.01,-29.42934005,10154.2656,59419.5305,46685.2144,12734.3161,1.614766306,0.460462873,,批发业,零售业,综合Ⅱ,综合Ⅱ,主板,广东省,深圳市,0
27,深圳能源,0,,0.02 ,580000,7-42,0.05 ,50000,327500,6.54,23.49608862,1517.3487,66144.2024,66268.2381,-124.0357,0.048768444,0.239193735,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,广东省,深圳市,0
28,国药一致,0,,0.02 ,100600,7/14/28,0.06 ,0,0,32.72,-17.87178782,244.0781,50533.6837,52326.4989,-1792.8152,0.015604104,0.509768027,,批发业,医疗保健设备与服务,医药商业,其他医药医疗,主板,广东省,深圳市,0
29,深深房Ａ,79700,7月14日,0.03 ,81800,7/14/28,0.07 ,2800,33992,12.17,15.42311484,399.5885,2515.6211,2124.7452,390.8759,0.036823335,0.041698058,2022/10/24,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
30,富奥股份,110100,14,0.03 ,192100,7/14/28,0.04 ,2900,15167,5.22,-25.15572919,140.7505,2716.2683,2541.4023,174.866,0.015934019,0.058650914,,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,吉林省,长春市,1
31,大悦城,0,,0.02 ,377500,7/14/28,0.04 ,67900,284501,4.22,-26.35253054,696.987,22512.094,23027.6488,-515.5548,0.041260917,0.468835874,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,0
32,深桑达Ａ,30000,14,0.03 ,34000,7/14/28,0.08 ,0,0,28.81,18.03733024,1038.975,89360.1659,89032.5786,327.5873,0.055932108,0.334661211,2022/10/24,建筑安装业,资本货物,专业工程,通信设备,主板,广东省,深圳市,1
34,神州数码,167400,14/28,0.03 ,44000,4月28日,0.08 ,6000,179820,27.85,31.62208702,973.4161,50625.3104,49705.9824,919.328,0.063552048,0.163298947,,批发业,技术硬件与设备,IT服务Ⅱ,云服务,主板,广东省,深圳市,1
35,中国天楹,0,,0.02 ,306500,3月28日,0.05 ,0,0,5.46,6.247263797,499.8111,42733.9851,48690.2567,-5956.2716,0.037312518,0.509732716,,生态保护和环境治理业,商业和专业服务,环境治理,环保及公用事业,主板,江苏省,海安市,0
36,华联控股,0,,0.02 ,329100,3月28日,0.05 ,0,0,4.14,-2.136380891,40.2222,17005.7057,16802.1547,203.551,0.006565973,0.448097161,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,0
39,中集集团,0,,0.02 ,940900,7-42,0.04 ,29100,207483,7.17,28.84754498,702.9276,115437.4697,116458.5379,-1021.0682,0.042598861,0.617349381,,金属制品业,资本货物,通用设备,运输设备,主板,广东省,深圳市,0
40,东旭蓝天,175500,7/14/28,0.03 ,243800,7/14/28,0.05 ,0,0,4.05,21.25748503,185.2065,2322.9607,2112.5757,210.385,0.043127649,0.018647118,,电力、热力生产和供应业,公用事业Ⅱ,电力,环保及公用事业,主板,广东省,深圳市,1
42,中洲控股,0,,0.02 ,120600,7/14/28,0.06 ,0,0,7.99,-15.24869571,0,147.0333,147.9936,-0.9603,0,0.005358304,2022/10/24,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,0
48,京基智农,0,,0.02 ,190200,7/14/28,0.05 ,1600,31136,20.13,5.368595531,210.3625,5596.013,5410.4762,185.5368,0.019972123,0.105972245,2022/10/24,农副食品加工业,食品、饮料与烟草,房地产开发,畜牧业,主板,广东省,深圳市,0
49,德赛电池,48900,14/28,0.03 ,31200,7/14/28,0.06 ,4200,131460,31.34,-15.29676414,591.1884,50733.6048,50099.1993,634.4055,0.063030674,0.177567304,,电气机械和器材制造业,资本货物,电池,消费电子,主板,广东省,深圳市,1
50,深天马Ａ,0,,0.03 ,1719900,7-42,0.05 ,500,4290,8.7,-45.82786663,898.4969,129842.8487,128871.5496,971.2991,0.043469888,0.984214076,,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,广东省,深圳市,0
55,方大集团,0,,0.02 ,199600,7/14/28,0.06 ,0,0,4.95,3.291662907,0,0,0,0,0,0,2022/10/24,金属制品业,资本货物,装修建材,专用材料Ⅱ,主板,广东省,深圳市,0
56,皇庭国际,0,,0.02 ,263800,7/14/28,0.07 ,0,0,3.65,-6.16966581,0,0,0,0,0,0,2022/10/24,商务服务业,商业和专业服务,房地产服务,房地产开发和运营,主板,广东省,深圳市,0
58,深 赛 格,0,,0.02 ,174200,3月28日,0.06 ,0,0,6.54,-38.55252541,15.7823,1513.4467,1497.9655,15.4812,0.002450732,0.023280964,2022/10/24,商务服务业,房地产Ⅱ,一般零售,房地产开发和运营,主板,广东省,深圳市,0
59,华锦股份,0,,0.02 ,511800,7/14/28,0.06 ,3100,18755,6.08,23.05325967,217.7534,13506.2602,13268.3204,237.9398,0.022391992,0.105738431,,石油加工、炼焦和核燃料加工业,能源Ⅱ,炼化及贸易,石油化工,主板,辽宁省,盘锦市,0
60,中金岭南,17000,14,0.03 ,2559200,3月28日,0.06 ,0,0,5.32,25.37677559,5209.5302,83231.7892,80492.1279,2739.6613,0.262019244,0.419767508,,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,广东省,深圳市,1
61,农 产 品,0,,0.02 ,212500,3月28日,0.05 ,0,0,6.82,-17.94235238,91.9404,13438.5439,14335.9188,-897.3749,0.007944313,0.254095159,,商务服务业,食品与主要用品零售Ⅱ,一般零售,农产品加工Ⅱ,主板,广东省,深圳市,0
62,深圳华强,0,,0.02 ,111100,3月28日,0.06 ,2300,25898,11.24,-22.33612777,71.0841,22629.0124,23106.3562,-477.3438,0.006054495,0.36399678,,批发业,技术硬件与设备,其他电子Ⅱ,房地产开发和运营,主板,广东省,深圳市,0
63,中兴通讯,0,,0.02 ,1307500,3月28日,0.06 ,0,0,34.61,-8.07194258,78905.5497,805253.155,756521.0581,48732.0969,0.566146496,0.5827941,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,主板,广东省,深圳市,0
65,北方国际,51900,3月28日,0.03 ,189500,7/14/28,0.07 ,11400,186846,16.25,127.1565853,1238.0875,28621.5768,27713.443,908.1338,0.084156235,0.181879146,2022/10/24,土木工程建筑业,资本货物,专业工程,建筑施工,主板,北京,北京市,1
66,中国长城,0,,0.02 ,1235500,4-42,0.07 ,122200,1382082,11.27,-39.13977108,2113.5826,449115.441,452748.4533,-3633.0123,0.05959737,0.757393295,,计算机、通信和其他电子设备制造业,技术硬件与设备,计算机设备,计算机设备,主板,广东省,深圳市,0
69,华侨城Ａ,300,14,0.03 ,1873600,7/14/28,0.05 ,0,0,4.56,-34.18319488,874.224,120603.4127,119973.1967,630.216,0.027169109,0.435538588,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,广东省,深圳市,1
70,特发信息,553000,14/28,0.03 ,128400,7/14/28,0.07 ,0,0,7.5,-43.3106576,1.725,6749.2244,6744.7642,4.4602,0.00025884,0.052850707,,电气机械和器材制造业,技术硬件与设备,通信设备,通信设备,主板,广东省,深圳市,1
78,海王生物,30900,14/28,0.03 ,307600,7/14/28,0.05 ,0,0,3.15,-31.37254902,11.1825,9984.41,11210.0377,-1225.6277,0.001355182,0.172958478,,零售业,医疗保健设备与服务,医药商业,其他医药医疗,主板,广东省,深圳市,1
88,盐 田 港,0,,0.02 ,2071600,3-182,0.06 ,0,0,5.01,-39.72253555,33.6272,5173.2412,5200.3936,-27.1524,0.002984265,0.118723188,,道路运输业,运输,航运港口,公路铁路,主板,广东省,深圳市,0
89,深圳机场,0,,0.02 ,446600,7-42,0.05 ,0,0,7.21,-25.34313629,782.2648,37146.9287,38129.008,-982.0793,0.052906303,0.513161653,,航空运输业,运输,航空机场,航空机场,主板,广东省,深圳市,0
90,天健集团,0,,0.02 ,901600,7/14/28,0.06 ,39900,246582,6.23,-11.86178107,771.2753,54719.0847,55999.7774,-1280.6927,0.066263351,0.531857789,,土木工程建筑业,资本货物,房地产开发,建筑施工,主板,广东省,深圳市,0
99,中信海直,0,,0.02 ,115600,7/14/28,0.07 ,0,0,8.57,6.373162133,0,2937.4431,2933.8467,3.5964,0,0.043044895,,航空运输业,运输,航空机场,航空机场,主板,广东省,深圳市,0
100,TCL科技,0,,0.02 ,2844700,3月28日,0.05 ,0,0,3.86,-31.13369129,1529.126,593682.8829,595912.9605,-2230.0776,0.021884972,0.486407937,,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,广东省,惠州市,0
151,中成股份,8000,14/28,0.03 ,78600,7/14/28,0.08 ,0,0,12.71,29.56167176,172.9831,3360.1264,3145.5095,214.6169,0.051060994,0.025767511,,批发业,资本货物,贸易Ⅱ,贸易Ⅱ,主板,北京,北京市,1
155,川能动力,0,,0.02 ,323400,7-42,0.05 ,9300,126108,13.57,163.4951456,3587.1698,86969.0696,82535.7224,4433.3472,0.203823905,0.133164388,2021/7/12,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,四川省,成都市,0
156,华数传媒,0,,0.02 ,392000,3-42,0.05 ,0,0,8.48,-20.38843351,694.3034,28231.5138,28219.9881,11.5257,0.052314708,0.513448776,,广播、电视、电影和影视录音制作业,媒体Ⅱ,电视广播Ⅱ,媒体,主板,浙江省,杭州市,0
157,中联重科,0,,0.02 ,154200,7/14/28,0.04 ,0,0,6.37,-10.42115456,237.601,213050.4384,218003.0901,-4952.6517,0.005276763,0.483991187,,专用设备制造业,资本货物,工程机械,工程机械Ⅱ,主板,湖南省,长沙市,0
158,常山北明,548100,7月14日,0.03 ,1000000,7/14/28,0.07 ,0,0,6.62,-32.03285421,29.6576,175041.9494,178769.966,-3728.0166,0.002833245,0.582284053,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,计算机软件,主板,河北省,石家庄市,1
159,国际实业,0,,0.02 ,153800,7/14/28,0.07 ,0,0,6.5,-5.909958234,0.13,1787.54,1824.0431,-36.5031,4.16E-05,0.022789089,,批发业,能源Ⅱ,专业工程,石油化工,主板,新疆维吾尔自治区,乌鲁木齐市,0
166,申万宏源,0,,0.02 ,11734900,3-182,0.06 ,0,0,4.82,-10.17421974,1283.7834,489763.3232,508578.834,-18815.5108,0.011818909,1.785830229,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,新疆维吾尔自治区,乌鲁木齐市,0
301,东方盛虹,0,,0.02 ,30147400,3-182,0.03 ,0,0,11.61,107.3419844,452.2095,365349.1023,342478.2901,22870.8122,0.007085679,0.759019944,,化学纤维制造业,材料Ⅱ,炼化及贸易,石油化工,主板,江苏省,苏州市,0
333,美的集团,0,,0.02 ,5955100,3-182,0.05 ,0,0,54.79,-12.29910617,6493.9573,1605004.967,1674792.749,-69787.7816,0.017222286,1.074476182,,电气机械和器材制造业,耐用消费品与服装,白色家电,白色家电Ⅱ,主板,广东省,佛山市,0
338,潍柴动力,0,,0.02 ,255800,3月28日,0.05 ,0,0,12.1,-17.21230113,1090.792,754515.2774,805769.588,-51254.3106,0.017857013,1.007550745,,汽车制造业,资本货物,汽车零部件,商用车,主板,山东省,潍坊市,0
400,许继电气,0,,0.02 ,127000,3-42,0.05 ,0,0,19,19.93934417,2148.5238,210470.2268,211649.9071,-1179.6803,0.112148675,0.51770006,,电气机械和器材制造业,资本货物,电网设备,电气设备,主板,河南省,许昌市,0
401,冀东水泥,0,,0.02 ,305000,7-42,0.04 ,0,0,7.92,-50.79243592,1389.503,50140.6293,50732.0745,-591.4452,0.113386107,0.470301703,,非金属矿物制品业,材料Ⅱ,水泥,结构材料,主板,河北省,唐山市,0
402,金 融 街,0,,0.02 ,429400,7/14/28,0.04 ,105100,509735,4.85,-25.95283722,990.9889,49895.8593,49773.1784,122.6809,0.068386647,0.541199362,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,北京,北京市,0
403,派林生物,0,,0.02 ,120700,3月28日,0.05 ,0,0,17.94,-53.01647549,382.9652,52023.2677,53969.0834,-1945.8157,0.03355759,0.591209972,,医药制造业,制药、生物科技与生命科学,生物制品,生物医药Ⅱ,主板,山西省,太原市,0
404,长虹华意,0,,0.02 ,162100,7/14/28,0.08 ,0,0,6.06,52.0026723,5.9388,695.0634,663.275,31.7884,0.001411014,0.00778879,,通用设备制造业,资本货物,家电零部件Ⅱ,照明电工及其他,主板,江西省,景德镇市,0
408,藏格矿业,0,,0.02 ,10400,7/14/28,0.06 ,100,2352,23.55,217.6662102,1785.09,52093.9091,48672.4854,3421.4237,0.047961977,0.174356994,2022/7/11,化学原料和化学制品制造业,材料Ⅱ,能源金属,农用化工,主板,青海省,格尔木市,0
410,沈阳机床,13500,14/28,0.03 ,2621300,3月28日,0.07 ,0,0,7.45,52.35173824,379.5775,1233.1808,837.2916,395.8892,0.030310855,0.045479945,2023/7/10,通用设备制造业,资本货物,通用设备,通用设备,主板,辽宁省,沈阳市,1
413,东旭光电,407600,14,0.03 ,529000,7/14/28,0.06 ,0,0,1.84,-43.73088685,13.4688,4097.9461,4155.9784,-58.0323,0.001455473,0.045520233,,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,河北省,石家庄市,1
415,渤海租赁,0,,0.02 ,712000,7-42,0.05 ,267800,717704,2.64,-11.40939597,792.1761,18860.0554,19312.3283,-452.2729,0.055642726,0.395223413,,租赁业,多元金融,多元金融,多元金融,主板,新疆维吾尔自治区,乌鲁木齐市,0
417,合肥百货,0,,0.02 ,173600,7/14/28,0.07 ,0,0,5.66,-4.229228575,4.6978,994.8728,1030.0814,-35.2086,0.001065431,0.025333077,,零售业,零售业,一般零售,一般零售,主板,安徽省,合肥市,0
420,吉林化纤,0,,0.02 ,286400,7/14/28,0.07 ,0,0,3.45,54.01785714,0,19.9874,19.9371,0.0503,0,0.000163612,2022/10/24,化学纤维制造业,材料Ⅱ,化学纤维,化学纤维,主板,吉林省,吉林市,0
422,湖北宜化,113400,7月14日,0.03 ,84800,7/14/28,0.08 ,13600,156400,11.49,348.9695729,1116.4833,19168.3879,17481.5562,1686.8317,0.10822916,0.040843232,2022/7/11,化学原料和化学制品制造业,材料Ⅱ,农化制品,农用化工,主板,湖北省,宜昌市,1
423,东阿阿胶,0,,0.02 ,190700,7-42,0.05 ,0,0,51.67,33.02218604,3437.6413,83134.8371,80384.606,2750.2311,0.103312259,0.416349232,,医药制造业,制药、生物科技与生命科学,中药Ⅱ,中药生产,主板,山东省,聊城市,0
425,徐工机械,0,,0.02 ,5732500,3月28日,0.05 ,0,0,6.26,5.177772118,2034.0618,94411.5226,90903.5173,3508.0053,0.068729459,0.278055516,,专用设备制造业,资本货物,工程机械,工程机械Ⅱ,主板,江苏省,徐州市,0
426,兴业银锡,19200,14,0.03 ,75600,3月28日,0.06 ,51000,444210,8.62,10.37131882,701.4723,25294.7663,24519.4372,775.3291,0.05506354,0.163166285,,有色金属矿采选业,材料Ⅱ,工业金属,工业金属,主板,内蒙古自治区,赤峰市,1
428,华天酒店,293100,7/14/28,0.03 ,204400,7/14/28,0.08 ,0,0,4.69,30.27777778,484.6646,7561.0572,6998.6723,562.3849,0.101425044,0.07555958,2022/10/24,住宿业,消费者服务Ⅱ,酒店餐饮,酒店及餐饮,主板,湖南省,长沙市,1
488,晨鸣纸业,0,,0.02 ,312500,7/14/28,0.04 ,200,972,4.84,-6.023562925,163.7924,57584.2986,59260.1011,-1675.8025,0.020077437,0.274948537,,造纸和纸制品业,材料Ⅱ,造纸,造纸Ⅱ,主板,山东省,寿光市,0
498,山东路桥,0,,0.02 ,200000,3月28日,0.06 ,1600,10720,6.64,22.12686389,106.1895,7598.8422,7484.7247,114.1175,0.010969525,0.065750831,2022/10/24,土木工程建筑业,资本货物,基础建设,建筑施工,主板,山东省,济南市,0
501,武商集团,0,,0.02 ,102600,7/14/28,0.07 ,0,0,9.53,-54.93431752,20.5848,12621.0964,13787.3764,-1166.28,0.002812232,0.14076518,,零售业,零售业,一般零售,一般零售,主板,湖北省,武汉市,0
503,国新健康,0,,0.03 ,103300,7/14/28,0.07 ,21300,239412,11.23,-11.29541864,448.8036,24417.2146,24248.6566,168.558,0.044463412,0.173670435,,互联网和相关服务,软件与服务,软件开发,其他医药医疗,主板,山东省,青岛市,0
505,京粮控股,0,,0.02 ,663200,7/14/28,0.06 ,0,0,7.72,-42.81481481,77.8176,19957.7678,20082.1021,-124.3343,0.015227155,0.162905561,,农副食品加工业,食品、饮料与烟草,农产品加工,农产品加工Ⅱ,主板,海南省,海口市,0
506,中润资源,1761500,7/14/28,0.03 ,231400,7/14/28,0.08 ,0,0,4.31,39.48220065,0.0431,143.4511,145.1763,-1.7252,1.08E-05,0.001309698,,有色金属矿采选业,材料Ⅱ,贵金属,贵金属,主板,山东省,济南市,1
513,丽珠集团,0,,0.02 ,139800,3-182,0.05 ,10000,339700,33.51,-27.2222403,1256.6954,140259.1924,138595.3817,1663.8107,0.061898917,0.621292313,,医药制造业,制药、生物科技与生命科学,化学制药,化学制药,主板,广东省,珠海市,0
516,国际医学,12200,14/28,0.03 ,120600,7/14/28,0.06 ,0,0,8.19,37.64705882,0,45510.7768,44751.0156,759.7612,0,0.142294662,2022/10/24,卫生,医疗保健设备与服务,医疗服务,其他医药医疗,主板,陕西省,西安市,1
517,荣安地产,0,,0.02 ,396100,7/14/28,0.07 ,0,0,3.19,40.19834283,69.5972,15894.4443,15586.2568,308.1875,0.008754985,0.223989437,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,浙江省,宁波市,0
519,中兵红箭,0,,0.02 ,60600,14/28,0.05 ,0,0,16.18,48.5352252,8117.2795,358410.0967,349903.7577,8506.339,0.360535962,0.529017199,,专用设备制造业,资本货物,地面兵装Ⅱ,兵器兵装Ⅱ,主板,湖南省,湘潭市,0
521,长虹美菱,0,,0.02 ,181700,7/14/28,0.06 ,0,0,6.09,86.81015235,46.1622,4963.2202,4968.4145,-5.1943,0.008659765,0.044232412,2022/10/24,电气机械和器材制造业,耐用消费品与服装,白色家电,白色家电Ⅱ,主板,安徽省,合肥市,0
524,岭南控股,0,,0.02 ,108500,7/14/28,0.06 ,1400,14182,10.18,-18.94904459,20.2582,7448.9135,7396.5689,52.3446,0.002969787,0.101215947,2022/10/24,商务服务业,消费者服务Ⅱ,旅游及景区,旅游及休闲,主板,广东省,广州市,0
528,柳    工,0,,0.02 ,265700,3月28日,0.04 ,0,0,7.36,8.103581709,239.5923,31039.0127,32024.6128,-985.6001,0.023039525,0.299859854,,专用设备制造业,资本货物,工程机械,工程机械Ⅱ,主板,广西壮族自治区,柳州市,0
530,冰山冷热,0,,0.02 ,183800,7/14/28,0.06 ,0,0,5.32,28.73264999,0,0,0,0,0,0,2022/10/24,通用设备制造业,资本货物,通用设备,通用设备,主板,辽宁省,大连市,0
531,穗恒运Ａ,0,,0.03 ,153600,4月28日,0.06 ,25600,169728,6.59,-23.81114579,14.3135,3531.0181,3496.2081,34.81,0.00264202,0.074372738,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,广东省,广州市,0
533,顺钠股份,0,,0.02 ,247400,7/14/28,0.07 ,0,0,4,26.58227848,0,0,0,0,0,0,2022/10/24,电气机械和器材制造业,耐用消费品与服装,电网设备,电气设备,主板,广东省,佛山市,0
534,万泽股份,0,,0.02 ,76400,7/14/28,0.06 ,0,0,12.75,-12.67464346,0,2681.3113,2676.0568,5.2545,0,0.047820133,2022/10/24,医药制造业,制药、生物科技与生命科学,生物制品,化学制药,主板,广东省,汕头市,0
536,华映科技,949400,7月14日,0.03 ,531800,7/14/28,0.07 ,0,0,1.85,-10.62801932,0,0,0,0,0,0,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,福建省,福州市,1
537,广宇发展,0,,0.03 ,172700,7-42,0.06 ,10800,125712,11.71,65.15492673,2425.3752,74845.6484,74181.0037,664.6447,0.111204132,0.378423915,,房地产业,公用事业Ⅱ,电力,发电及电网,主板,天津,天津市,0
538,云南白药,0,,0.03 ,923200,3-182,0.06 ,0,0,52.68,-21.22800168,37875.6663,279062.0483,239527.0778,39534.9705,0.402721189,0.6324001,,医药制造业,制药、生物科技与生命科学,中药Ⅱ,中药生产,主板,云南省,昆明市,0
539,粤电力Ａ,0,,0.02 ,232400,7/14/28,0.06 ,100,709,7.13,76.498804,793.5176,18584.2143,17870.3995,713.8148,0.043577367,0.175469604,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,广东省,广州市,0
541,佛山照明,0,,0.03 ,183400,7/14/28,0.06 ,0,0,5.36,-7.081958105,2.948,2270.0335,2264.1913,5.8422,0.000520586,0.067411931,,电气机械和器材制造业,耐用消费品与服装,照明设备Ⅱ,照明电工及其他,主板,广东省,佛山市,0
543,皖能电力,0,,0.02 ,341000,7/14/28,0.06 ,27100,182383,6.69,62.34567204,456.4554,31305.664,31161.1464,144.5176,0.030098641,0.244495929,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,安徽省,合肥市,0
544,中原环保,0,,0.02 ,125400,7/14/28,0.06 ,0,0,8.03,15.06742536,0,0,0,0,0,0,2022/10/24,水的生产和供应业,公用事业Ⅱ,环境治理,环保及公用事业,主板,河南省,郑州市,0
545,金浦钛业,0,,0.02 ,321400,7/14/28,0.08 ,0,0,3.05,9.712230216,0,0,0,0,0,0,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,化学原料,化学原料,主板,吉林省,吉林市,0
547,航天发展,0,,0.02 ,396700,7-42,0.05 ,33500,308200,9.2,-53.30577686,3831.4577,275882.0735,271717.8948,4164.1787,0.262198263,0.676034795,,计算机、通信和其他电子设备制造业,资本货物,军工电子Ⅱ,航空航天,主板,福建省,福州市,0
550,江铃汽车,0,,0.03 ,72000,3月28日,0.08 ,0,0,17.33,45.25052468,458.6992,33943.7664,33700.31,243.4564,0.051051854,0.241801959,,汽车制造业,汽车与汽车零部件,商用车,商用车,主板,江西省,南昌市,0
551,创元科技,6500,14/28,0.03 ,102200,7/14/28,0.06 ,0,0,9.64,5.030955344,2.892,1424.6451,1424.9058,-0.2607,0.000749849,0.029581591,,综合,资本货物,环保设备Ⅱ,电气设备,主板,江苏省,苏州市,1
552,甘肃能化,1519800,182,0.02 ,158100,7/14/28,0.06 ,0,0,3.17,40.71261148,270.8004,39600.1261,38719.9522,880.1739,0.034107522,0.298240107,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,甘肃省,白银市,1
553,安道麦A,0,,0.02 ,468400,7-42,0.06 ,0,0,8.14,-13.57778672,475.1318,4147.5979,3603.2854,544.3125,0.026811296,0.110538438,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,农化制品,农用化工,主板,湖北省,荆州市,0
554,泰山石油,0,,0.02 ,169200,7/14/28,0.08 ,0,0,5.85,12.51750981,0,6.8829,6.7076,0.1753,0,0.000127111,,批发业,能源Ⅱ,炼化及贸易,石油化工,主板,山东省,泰安市,0
555,神州信息,8000,14,0.03 ,8186300,7-182,0.06 ,33500,392955,11.4,-34.2199725,1691.9652,31808.5228,29910.8213,1897.7015,0.151436653,0.236153436,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,计算机软件,主板,广东省,深圳市,1
557,西部创业,0,,0.02 ,256900,3月28日,0.05 ,47700,245178,5.14,35.62005277,52.3987,2557.2192,2514.8754,42.3438,0.006992377,0.048073623,2022/10/24,铁路运输业,运输,铁路公路,物流,主板,宁夏回族自治区,银川市,0
559,万向钱潮,0,,0.02 ,489000,3-42,0.04 ,0,0,5.26,5.080399092,1478.7649,43503.3755,43676.8159,-173.4404,0.102117751,0.53579519,,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,浙江省,杭州市,0
560,我爱我家,0,,0.02 ,406700,7/14/28,0.06 ,6800,19856,2.91,-30.31622179,149.3231,19916.3248,19693.2563,223.0685,0.022808044,0.194564444,,房地产业,房地产Ⅱ,房地产服务,房地产服务,主板,云南省,昆明市,0
563,陕国投Ａ,0,,0.02 ,1895100,3-182,0.05 ,0,0,3.21,-19.60115342,604.7412,25538.216,26730.6867,-1192.4707,0.036838872,0.428486,,其他金融业,多元金融,多元金融,多元金融,主板,陕西省,西安市,0
565,渝三峡Ａ,0,,0.02 ,166000,7/14/28,0.07 ,0,0,5.93,-1.920996334,0.0593,272.053,278.3799,-6.3269,2.31E-05,0.009281412,,化学原料和化学制品制造业,材料Ⅱ,化学制品,其他化学制品Ⅱ,主板,重庆,重庆市,0
566,海南海药,0,,0.02 ,207800,7/14/28,0.06 ,0,0,4.62,-53.8,220.4973,8525.4366,8327.3296,198.107,0.040953423,0.116907594,,医药制造业,制药、生物科技与生命科学,化学制药,化学制药,主板,海南省,海口市,0
567,海德股份,0,,0.02 ,81600,7/14/28,0.05 ,5000,63150,12.73,116.7353114,243.488,4182.8883,3973.8647,209.0236,0.014223223,0.069077036,2022/10/24,其他金融业,多元金融,多元金融,多领域控股Ⅱ,主板,海南省,海口市,0
