证券代码,证券名称,华泰借入数量(股),华泰借入期限(天),华泰借入利率,华泰融出数量(股),华泰融出期限(天),华泰融出利率,成交量(股),成交额(元),最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券偿还额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%),融券标的纳入日期,证监会行业,Wind行业,申银万国行业,中信证券行业,上市板块,所属省份,所属城市,flag
2837,英维克,14900,7月14日,0.03 ,34700,7/14/28,0.06 ,5500,154935,27.92,84.42594443,977.2056,20687.8403,19598.6517,1089.1886,0.072587341,0.103822969,2022/10/24,专用设备制造业,资本货物,专用设备,专用机械,主板,广东省,深圳市,1
2838,道恩股份,0,,0.02 ,81100,7/14/28,0.06 ,4400,62964,14.27,-49.96451744,164.9698,19236.4348,15084.8138,4151.621,0.029825237,0.198012587,,橡胶和塑料制品业,材料Ⅱ,塑料,塑料及制品,主板,山东省,龙口市,0
2839,张家港行,0,,0.02 ,261700,7/14/28,0.04 ,0,0,4.65,-4.028639171,233.815,32784.252,34807.4603,-2023.2083,0.024284366,0.318166247,,货币金融服务,银行,农商行Ⅱ,区域性银行,主板,江苏省,张家港市,0
2840,华统股份,200,7,0.03 ,129600,7/14/28,0.06 ,65200,986476,15.17,23.88947504,301.7298,8553.6633,8267.5476,286.1157,0.042988135,0.102177225,2022/10/24,农副食品加工业,食品、饮料与烟草,食品加工,食品,主板,浙江省,义乌市,1
2841,视源股份,0,,0.02 ,20000,7/14/28,0.06 ,0,0,54.63,-41.10699663,1243.9251,74354.0359,71450.8991,2903.1368,0.047866671,0.622903087,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,教育,主板,广东省,广州市,0
2843,泰嘉股份,0,,0.03 ,54700,7/14/28,0.07 ,0,0,17.5,92.57554347,22.4,413.665,385.9274,27.7376,0.00604696,0.007684985,2022/10/24,金属制品业,资本货物,通用设备,金属制品Ⅱ,主板,湖南省,长沙市,0
2847,盐津铺子,0,,0.02 ,24400,7/14/28,0.05 ,200,15578,76.53,-12.58868061,359.737,13513.6569,13149.9696,363.6873,0.027091017,0.138472049,2022/10/24,食品制造业,食品、饮料与烟草,休闲食品,食品,主板,湖南省,浏阳市,0
2850,科达利,0,,0.02 ,8800,4月28日,0.06 ,0,0,120.17,77.74289522,37534.7269,148446.7459,109560.3426,38886.4033,1.97518981,0.59880557,2022/10/24,金属制品业,资本货物,电池,新能源动力系统,主板,广东省,深圳市,0
2851,麦格米特,0,,0.02 ,32700,3月28日,0.06 ,6800,208556,31.22,16.18851232,332.7709,14720.3884,14401.4876,318.9008,0.025834543,0.189456325,2022/10/24,电气机械和器材制造业,资本货物,其他电源设备Ⅱ,电气设备,主板,广东省,深圳市,0
2859,洁美科技,0,,0.02 ,50300,3月28日,0.06 ,500,13560,26.66,0.091070663,117.0961,8670.2597,8578.3479,91.9118,0.010993722,0.085693729,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,其他电子Ⅱ,元器件,主板,浙江省,湖州市,0
2860,星帅尔,0,,0.02 ,80400,7/14/28,0.06 ,0,0,13.07,20.00372278,23.7874,5111.7536,5083.6145,28.1391,0.00797782,0.062217669,2022/10/24,电气机械和器材制造业,资本货物,家电零部件Ⅱ,照明电工及其他,主板,浙江省,杭州市,0
2863,今飞凯达,55000,14,0.03 ,171200,7/14/28,0.06 ,0,0,5.78,-15.52366125,0,0,0,0,0,0,2022/10/24,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,浙江省,金华市,1
2867,周大生,0,,0.02 ,599400,7-42,0.04 ,0,0,15.8,3.911088545,713.9309,9393.4393,8780.8705,612.5688,0.041700285,0.091210785,2022/10/24,其他制造业,耐用消费品与服装,饰品,专营连锁,主板,广东省,深圳市,0
2876,三利谱,0,,0.02 ,32600,7/14/28,0.07 ,0,0,31.01,-4.278303442,0,0,0,0,0,0,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,光学光电子,光学光电,主板,广东省,深圳市,0
2881,美格智能,1300,7,0.03 ,38600,7/14/28,0.08 ,0,0,27.11,55.90030522,165.7207,6716.0185,6525.368,190.6505,0.037885847,0.086369667,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,主板,广东省,深圳市,1
2885,京泉华,0,,0.02 ,56800,7/14/28,0.07 ,0,0,17.88,49.46878477,2935.1826,11265.2661,7141.6743,4123.5918,0.791596005,0.08884728,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,其他电子Ⅱ,电气设备,主板,广东省,深圳市,0
2891,中宠股份,0,,0.02 ,73350300,7/14/28,0.06 ,5000,120350,23.78,-21.25258946,195.5263,6246.7021,6060.6939,186.0082,0.027957046,0.078037045,2022/10/24,农副食品加工业,食品、饮料与烟草,饲料,农产品加工Ⅱ,主板,山东省,烟台市,0
2892,科力尔,69400,7月14日,0.03 ,82800,7/14/28,0.08 ,0,0,11.83,45.20666446,4745.6282,5952.2789,951.6483,5000.6306,1.455997954,0.07555305,2022/10/24,电气机械和器材制造业,资本货物,电机Ⅱ,电气设备,主板,湖南省,祁阳市,1
2895,川恒股份,53300,14/28,0.03 ,51800,7/14/28,0.07 ,0,0,18.39,35.49517959,456.186,13755.2984,13175.2672,580.0312,0.049876173,0.076375796,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,农化制品,农用化工,主板,贵州省,福泉市,1
2897,意华股份,36600,7月14日,0.03 ,28200,7/14/28,0.08 ,0,0,34.22,1.447587493,0,14582.3992,14530.5551,51.8441,0,0.099899749,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,主板,浙江省,乐清市,1
2901,大博医疗,0,,0.02 ,23400,7-42,0.05 ,1700,50711,29.83,-67.04705453,133.8711,13012.7169,12627.4729,385.244,0.012801074,0.171735844,2022/10/24,专用设备制造业,医疗保健设备与服务,医疗器械,其他医药医疗,主板,福建省,厦门市,0
2902,铭普光磁,697900,7/14/28,0.03 ,44000,7/14/28,0.08 ,0,0,21.67,2.362872064,39.2227,174.0397,129.3727,44.667,0.012107898,0.001332189,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,消费电子,主板,广东省,东莞市,1
2903,宇环数控,28200,7月14日,0.03 ,62800,4月28日,0.08 ,0,0,19.22,30.97914875,21.142,2272.8666,2247.1153,25.7513,0.011069602,0.024113019,2022/10/24,通用设备制造业,资本货物,通用设备,通用设备,主板,湖南省,浏阳市,1
2906,华阳集团,1262600,14/28,0.03 ,32400,7/14/28,0.07 ,0,0,29.5,57.55098558,907.0041,19781.2125,18633.4723,1147.7402,0.064427326,0.113947558,2022/10/24,计算机、通信和其他电子设备制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,广东省,惠州市,1
2909,集泰股份,19000,14,0.03 ,128200,7/14/28,0.08 ,0,0,7.77,-8.089234619,0,0,0,0,0,0,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,化学制品,其他化学制品Ⅱ,主板,广东省,广州市,1
2911,佛燃能源,6000,14,0.03 ,89000,7/14/28,0.07 ,2200,26994,12.17,39.11123862,76.2012,1874.3518,1798.1907,76.1611,0.006579889,0.030652234,2022/10/24,燃气生产和供应业,公用事业Ⅱ,燃气Ⅱ,环保及公用事业,主板,广东省,佛山市,1
2912,中新赛克,30400,14,0.03 ,27200,7/14/28,0.08 ,0,0,36.28,-56.19499376,8340.4491,42910.459,33707.5337,9202.9253,1.417138762,0.577028484,,软件和信息技术服务业,技术硬件与设备,计算机设备,计算机设备,主板,广东省,深圳市,1
2913,奥士康,0,,0.02 ,33700,7/14/28,0.07 ,0,0,31.3,11.18276637,45.385,846.572,787.8593,58.7127,0.00545274,0.01271852,2023/7/10,计算机、通信和其他电子设备制造业,技术硬件与设备,元件,元器件,主板,湖南省,益阳市,0
2915,中欣氟材,0,,0.02 ,67800,7/14/28,0.07 ,0,0,14.52,5.099384872,0,0,0,0,0,0,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,化学制品,其他化学制品Ⅱ,主板,浙江省,绍兴市,0
2916,深南电路,0,,0.02 ,30400,7/14/28,0.06 ,1000,68870,71.4,-48.25467065,579.9108,192396.2881,196169.81,-3773.5219,0.015938288,0.671541096,,计算机、通信和其他电子设备制造业,技术硬件与设备,元件,元器件,主板,广东省,深圳市,0
2920,德赛西威,0,,0.02 ,73200,7/14/28,0.06 ,2200,309672,139.57,93.21847627,95251.3191,580670.8452,489491.6805,91179.1647,1.241179777,1.455110666,2021/4/19,汽车制造业,汽车与汽车零部件,软件开发,汽车零部件Ⅱ,主板,广东省,惠州市,0
2922,伊戈尔,868100,14,0.03 ,172800,7/14/28,0.08 ,0,0,13.68,63.58220355,1682.2159,1778.8606,69.9044,1708.9562,0.438607335,0.010529845,2022/10/24,电气机械和器材制造业,资本货物,其他电子Ⅱ,消费电子,主板,广东省,佛山市,1
2925,盈趣科技,0,,0.02 ,153200,7-42,0.04 ,0,0,17.59,-39.96808646,454.0508,56909.7032,56790.3226,119.3806,0.035113516,0.645024603,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,主板,福建省,厦门市,0
2926,华西证券,84200,14,0.02 ,16218500,7-182,0.04 ,0,0,9.25,-26.02109684,4491.9389,212033.1132,200811.4219,11221.6913,0.184996197,1.374062396,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,四川省,成都市,1
2928,华夏航空,189600,7月14日,0.03 ,153500,7/14/28,0.07 ,19000,156560,8.45,-29.28207998,3000.8705,18184.0379,13678.639,4505.3989,0.29016621,0.229049477,2022/10/24,航空运输业,运输,航空机场,航空机场,主板,贵州省,贵阳市,1
2930,宏川智慧,0,,0.02 ,43800,7/14/28,0.06 ,0,0,23.01,16.99189132,0.2117,3445.4882,3459.2614,-13.7732,2.13E-05,0.080857338,2022/10/24,仓储业,运输,物流,物流,主板,广东省,东莞市,0
2932,明德生物,0,,0.02 ,2002900,3-182,0.07 ,0,0,23.5,3.496112311,288.4484,15840.602,14961.9736,878.6284,0.079760489,0.080564598,2022/10/24,医药制造业,制药、生物科技与生命科学,医疗器械,其他医药医疗,主板,湖北省,武汉市,0
2935,天奥电子,0,,0.02 ,140800,4月28日,0.06 ,0,0,18.03,10.96549376,317.2739,11276.5095,10939.804,336.7055,0.052018053,0.136505132,2022/10/24,计算机、通信和其他电子设备制造业,资本货物,军工电子Ⅱ,航空航天,主板,四川省,成都市,0
2936,郑州银行,0,,0.02 ,2012400,7-42,0.04 ,0,0,2.26,-28.02659884,1310.0999,14382.5537,13009.291,1373.2627,0.086610026,0.211114851,2022/10/24,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,河南省,郑州市,0
2937,兴瑞科技,0,,0.02 ,41200,7/14/28,0.06 ,0,0,23.52,64.79891746,0,71.807,72.5068,-0.6998,0,0.001466294,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,主板,浙江省,慈溪市,0
2938,鹏鼎控股,100,14,0.03 ,46000,7/14/28,0.06 ,0,0,21.38,-49.72930252,438.5038,22208.3729,21368.0217,840.3512,0.009003136,0.073310675,2022/7/11,计算机、通信和其他电子设备制造业,技术硬件与设备,元件,消费电子,主板,广东省,深圳市,1
2939,长城证券,0,,0.02 ,471300,7-42,0.06 ,0,0,8.99,-34.02834498,2005.0235,279187.295,268219.3415,10967.9535,0.063948483,1.06483812,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,广东省,深圳市,0
2941,新疆交建,846000,7月14日,0.03 ,61700,7/14/28,0.08 ,0,0,16.57,-9.856600818,1427.2288,30367.725,28700.6763,1667.0487,0.13474364,0.164865385,2022/10/24,土木工程建筑业,资本货物,基础建设,建筑施工,主板,新疆维吾尔自治区,乌鲁木齐市,1
2943,宇晶股份,6400,14/28,0.03 ,32800,7/14/28,0.07 ,0,0,30.07,32.83040412,40.5945,2582.9571,2518.7295,64.2276,0.014580439,0.018420614,2022/10/24,通用设备制造业,资本货物,通用设备,通用设备,主板,湖南省,益阳市,1
2945,华林证券,1020500,7-182,0.02 ,136800,3-182,0.08 ,0,0,16.72,8.386201753,4137.9258,49245.8033,45267.7347,3978.0686,0.091660593,0.226379254,2022/7/11,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,西藏自治区,拉萨市,1
2946,新乳业,0,,0.02 ,16400,7/14/28,0.06 ,0,0,14.21,-34.04633118,421.2455,6684.0752,6300.7631,383.3121,0.035036379,0.111088555,2022/10/24,食品制造业,食品、饮料与烟草,饮料乳品,饮料,主板,四川省,成都市,0
2947,恒铭达,0,,0.02 ,53400,7/14/28,0.08 ,0,0,18.34,-44.8993825,0,829.7927,827.87,1.9227,0,0.017742648,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,主板,江苏省,昆山市,0
2948,青岛银行,0,,0.02 ,4467200,3月28日,0.04 ,0,0,3.4,-18.97792546,161.8672,8761.2102,8530.5717,230.6385,0.015309439,0.119796771,2022/10/24,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,山东省,青岛市,0
2957,科瑞技术,0,,0.02 ,63600,7/14/28,0.07 ,0,0,15.4,-37.10359531,0.154,475.7938,472.7435,3.0503,2.44E-05,0.00626375,2022/10/24,专用设备制造业,资本货物,自动化设备,专用机械,主板,广东省,深圳市,0
2958,青农商行,0,,0.02 ,252058800,3-182,0.04 ,0,0,2.92,-45.02776783,883.1333,116863.2129,110302.7323,6560.4806,0.061823149,1.363762898,,货币金融服务,银行,农商行Ⅱ,区域性银行,主板,山东省,青岛市,0
2959,小熊电器,0,,0.02 ,17500,7/14/28,0.07 ,0,0,64.01,-51.41975524,270.7623,1110.9801,816.5366,294.4435,0.027040223,0.010988674,2023/7/10,电气机械和器材制造业,耐用消费品与服装,小家电,小家电Ⅱ,主板,广东省,佛山市,0
2960,青鸟消防,0,,0.02 ,76200,7/14/28,0.06 ,0,0,17.54,8.776195829,292.8232,10570.7847,10229.5722,341.2125,0.026477102,0.126027261,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,专用设备,专用机械,主板,河北省,张家口市,0
2965,祥鑫科技,18100,7/14/28,0.03 ,24800,7/14/28,0.08 ,0,0,39.47,-4.746940805,58.4156,1037.6334,950.9851,86.6483,0.012808803,0.00742515,2023/7/10,金属制品业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,广东省,东莞市,1
2966,苏州银行,0,,0.02 ,7016100,3-42,0.04 ,0,0,6.94,2.213462912,1180.2144,15962.5947,14760.4763,1202.1184,0.047717812,0.137437342,2022/10/24,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,江苏省,苏州市,0
2978,安宁股份,0,,0.02 ,39100,7/14/28,0.06 ,0,0,31.25,-12.56812339,19.3688,6162.9738,6152.9724,10.0014,0.002072915,0.074745288,2022/10/24,有色金属矿采选业,材料Ⅱ,小金属,稀有金属,主板,四川省,攀枝花市,0
2984,森麒麟,1369800,14,0.03 ,33700,7/14/28,0.06 ,10300,341445,33.63,24.92128352,12945.5894,25062.3917,11821.2165,13241.1752,1.318714844,0.228595007,2022/10/24,橡胶和塑料制品业,汽车与汽车零部件,汽车零部件,橡胶及制品,主板,山东省,青岛市,1
2985,北摩高科,0,,0.02 ,33900,7-42,0.05 ,100,3773,38.16,-57.63610896,2258.0416,21047.8894,17816.298,3231.5914,0.282284015,0.122957811,2022/10/24,铁路、船舶、航空航天和其他运输设备制造业,资本货物,航空装备Ⅱ,航空航天,主板,北京,北京市,0
2987,京北方,0,,0.02 ,71200,7/14/28,0.06 ,0,0,19.93,-12.63030916,107.0041,8624.6665,8431.5914,193.0751,0.012539276,0.058656136,2022/10/24,软件和信息技术服务业,软件与服务,软件开发,计算机软件,主板,北京,北京市,0
2997,瑞鹄模具,165000,7月14日,0.03 ,882900,14,0.08 ,0,0,36.07,108.0020609,7884.8948,38005.0066,30723.052,7281.9546,1.784154173,0.36173436,2022/10/24,专用设备制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,安徽省,芜湖市,1
3021,兆威机电,5500,7月14日,0.03 ,15700,7/14/28,0.08 ,0,0,63.5,-4.262288065,374.0278,7549.7997,7071.3556,478.4441,0.097726997,0.072663178,2022/10/24,电气机械和器材制造业,资本货物,电机Ⅱ,专用机械,主板,广东省,深圳市,1
3022,联泓新科,300,14,0.03 ,61700,3月28日,0.06 ,3200,67104,21.01,69.4361,692.5169,51652.166,50595.8513,1056.3147,0.107472218,0.154851199,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,光伏设备,化学原料,主板,山东省,滕州市,1
3031,中瓷电子,0,,0.03 ,12900,7/14/28,0.06 ,100,10310,102.38,817.3452853,617.0751,34392.3611,33815.0791,577.282,0.086750573,0.316484109,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,其他电子零组件Ⅱ,主板,河北省,石家庄市,0
3035,南网能源,0,,0.02 ,713100,7-42,0.05 ,0,0,5.99,197.7279089,1481.6966,87569.4098,85023.1416,2546.2682,0.151193484,0.315274297,2021/7/12,科技推广和应用服务业,公用事业Ⅱ,电力,建筑施工,主板,广东省,广州市,0
3039,顺控发展,100700,7月14日,0.03 ,60400,7/14/28,0.06 ,2000,34980,17.25,107.4453525,234.0101,2992.8018,2721.029,271.7728,0.110724319,0.023002229,2021/7/12,水的生产和供应业,公用事业Ⅱ,环境治理,环保及公用事业,主板,广东省,佛山市,1
3040,楚天龙,2300,7,0.03 ,57700,7/14/28,0.06 ,300,5163,17.03,159.9018725,2457.7389,33844.1921,29702.5027,4141.6894,0.666398503,0.179697543,2022/10/24,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,计算机软件,主板,广东省,东莞市,1
3816,中国广核,0,,0.02 ,16400,4月28日,0.06 ,0,0,3.17,13.14208441,1567.8925,6356.914,4990.0108,1366.9032,0.012574132,0.032042665,2022/10/24,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,广东省,深圳市,0
300001,特锐德,0,,0.02 ,517400,4-42,0.05 ,9600,180000,18.98,-3.262721451,3106.0732,342723.0568,342054.6951,668.3617,0.159200725,0.941746207,,电气机械和器材制造业,资本货物,电网设备,新能源动力系统,创业板,山东省,青岛市,0
300002,神州泰岳,0,,0.02 ,2172800,7/14/28,0.08 ,19200,187584,9.65,59.06140837,5219.6619,312554.9928,309800.3945,2754.5983,0.297328155,0.791145632,,软件和信息技术服务业,软件与服务,游戏Ⅱ,文化娱乐,创业板,北京,北京市,0
300003,乐普医疗,0,,0.02 ,856800,4-42,0.04 ,0,0,18.79,-48.41678315,1813.6934,251106.8517,254783.2295,-3676.3778,0.059767884,0.652493621,,专用设备制造业,医疗保健设备与服务,医疗器械,其他医药医疗,创业板,北京,北京市,0
300006,莱美药业,252000,14,0.03 ,278400,7/14/28,0.06 ,0,0,3.49,-57.95180723,0,8091.8334,8143.5209,-51.6875,0,0.096208613,,医药制造业,制药、生物科技与生命科学,化学制药,化学制药,创业板,重庆,重庆市,1
300007,汉威科技,0,,0.02 ,71600,7/14/28,0.06 ,100,1577,15.76,-6.633097859,137.2885,7616.0023,7427.3783,188.624,0.030889884,0.041039191,2022/10/24,仪器仪表制造业,技术硬件与设备,通用设备,其他电子零组件Ⅱ,创业板,河南省,郑州市,0
300008,天海防务,360000,7月14日,0.03 ,207400,7/14/28,0.06 ,0,0,4.69,16.37717122,0,17.1127,16.6552,0.4575,0,7.26E-05,2022/10/24,土木工程建筑业,资本货物,航海装备Ⅱ,运输设备,创业板,上海,上海市,1
300009,安科生物,0,,0.02 ,515400,4-42,0.04 ,8000,75600,9.38,-30.61945684,1388.5289,143610.788,143767.2124,-156.4244,0.127669011,0.79846759,,医药制造业,制药、生物科技与生命科学,生物制品,生物医药Ⅱ,创业板,安徽省,合肥市,0
300012,华测检测,0,,0.02 ,1081500,7-42,0.04 ,0,0,19.31,-21.62101669,2996.1435,173743.98,184082.8982,-10338.9182,0.101614234,0.869524955,,专业技术服务业,商业和专业服务,专业服务,仪器仪表Ⅱ,创业板,广东省,深圳市,0
300014,亿纬锂能,0,,0.02 ,891400,7/14/28,0.06 ,0,0,54.3,12.26303958,6125.7025,1277623.897,1286879.022,-9255.1243,0.061028034,0.712597482,,电气机械和器材制造业,资本货物,电池,新能源动力系统,创业板,广东省,惠州市,0
300015,爱尔眼科,0,,0.02 ,1256900,4月28日,0.05 ,0,0,18.08,-9.6005634,3983.7508,723285.4206,720905.6728,2379.7478,0.027967076,0.64449625,,卫生,医疗保健设备与服务,医疗服务,其他医药医疗,创业板,湖南省,长沙市,0
300017,网宿科技,0,,0.02 ,1391200,7-42,0.04 ,1000,6450,6.34,-26.25768182,1245.0099,182047.0135,184296.9392,-2249.9257,0.086333808,0.676368483,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,云服务,创业板,上海,上海市,0
300018,中元股份,45000,14,0.03 ,157200,7/14/28,0.06 ,0,0,6.36,1.852006246,0,77.9841,77.0323,0.9518,0,0.0009168,,电气机械和器材制造业,资本货物,电网设备,电气设备,创业板,湖北省,武汉市,1
300019,硅宝科技,0,,0.02 ,61000,7/14/28,0.06 ,0,0,16.13,9.884624436,0,0,0,0,0,0,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,化学制品,其他化学制品Ⅱ,创业板,四川省,成都市,0
300020,银江技术,3269400,14/28,0.03 ,113200,7/14/28,0.04 ,0,0,8.44,-22.66869078,51.906,13818.4478,13737.8888,80.559,0.009804686,0.102743548,,软件和信息技术服务业,软件与服务,IT服务Ⅱ,计算机软件,创业板,浙江省,杭州市,1
300024,机器人,18700,7,0.03 ,382200,7-42,0.06 ,255100,3234668,12.79,-16.56881931,3628.5627,195275.4357,198451.477,-3176.0413,0.187997709,0.73812571,,通用设备制造业,资本货物,自动化设备,通用设备,创业板,辽宁省,沈阳市,1
300025,华星创业,54000,14,0.03 ,74000,7/14/28,0.07 ,0,0,12.58,141.9230769,56.61,1899.2496,1860.2467,39.0029,0.010376484,0.026082241,,软件和信息技术服务业,技术硬件与设备,通信服务,通讯工程服务,创业板,浙江省,杭州市,1
300026,红日药业,0,,0.02 ,201600,7/14/28,0.06 ,0,0,4.5,-17.74938467,9797.9688,146617.1332,135224.3411,11392.7921,0.805336113,0.374844113,,医药制造业,制药、生物科技与生命科学,中药Ⅱ,中药生产,创业板,天津,天津市,0
300027,华谊兄弟,300,7,0.03 ,333400,7/14/28,0.06 ,0,0,2.94,-53.11004785,8570.3159,36094.5231,27629.8776,8464.6455,1.264767308,0.315988881,,广播、电视、电影和影视录音制作业,媒体Ⅱ,影视院线,文化娱乐,创业板,浙江省,东阳市,1
300031,宝通科技,0,,0.02 ,133300,4月28日,0.07 ,4200,82824,19.55,-10.84851121,1239.8259,57842.2759,56292.5912,1549.6847,0.183415341,0.213606608,2022/10/24,互联网和相关服务,软件与服务,游戏Ⅱ,文化娱乐,创业板,江苏省,无锡市,0
300033,同花顺,0,,0.02 ,88300,3月28日,0.08 ,0,0,173.98,29.80719573,16558.4247,671100.7384,658544.8601,12555.8783,0.350490291,0.948776589,,其他金融业,多元金融,软件开发,产业互联网,创业板,浙江省,杭州市,0
300034,钢研高纳,0,,0.02 ,51900,3月28日,0.05 ,0,0,24.4,52.78806489,240.0229,171526.2675,170891.2159,635.0516,0.013458921,0.809241668,,有色金属冶炼和压延加工业,材料Ⅱ,航空装备Ⅱ,其他军工Ⅱ,创业板,北京,北京市,0
300035,中科电气,11200,14,0.03 ,160500,7/14/28,0.06 ,86100,978096,11.44,49.49609264,4532.3382,45822.1863,39671.8701,6150.3162,0.623574113,0.138861909,2022/10/24,电气机械和器材制造业,材料Ⅱ,电池,其他化学制品Ⅱ,创业板,湖南省,岳阳市,1
300036,超图软件,133700,182,0.02 ,118300,3-178,0.06 ,9900,212256,21.55,-6.741823147,478.9703,81418.3555,81042.4782,375.8773,0.051366699,0.346717876,,软件和信息技术服务业,软件与服务,软件开发,计算机软件,创业板,北京,北京市,1
300037,新宙邦,0,,0.02 ,198000,7/14/28,0.04 ,100,4859,49.04,66.01868253,3651.4449,381854.1267,381642.6799,211.4468,0.138287145,0.891135519,,化学原料和化学制品制造业,材料Ⅱ,电池,其他化学制品Ⅱ,创业板,广东省,深圳市,0
300039,上海凯宝,0,,0.02 ,170200,7/14/28,0.06 ,20500,137145,6.67,16.42018078,685.8475,29851.9616,29047.5011,804.4605,0.112151408,0.143098485,,医药制造业,制药、生物科技与生命科学,中药Ⅱ,中药生产,创业板,上海,上海市,0
300041,回天新材,147000,14,0.03 ,94200,7/14/28,0.06 ,13200,136092,10.38,-1.711811198,11517.0397,14437.0895,1524.4459,12912.6436,2.038025512,0.119465137,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,化学制品,其他化学制品Ⅱ,创业板,湖北省,襄阳市,1
300042,朗科科技,90400,14,0.03 ,32800,7/14/28,0.08 ,0,0,29.1,49.54888478,10.476,1349.3203,1329.3693,19.951,0.001982302,0.012032795,,计算机、通信和其他电子设备制造业,技术硬件与设备,计算机设备,计算机设备,创业板,广东省,深圳市,1
300044,赛为智能,60000,7月14日,0.03 ,232400,7/14/28,0.07 ,0,0,4.14,-42.97520661,0,0,0,0,0,0,2022/10/24,软件和信息技术服务业,软件与服务,IT服务Ⅱ,建筑施工,创业板,广东省,深圳市,1
300048,合康新能,0,,0.02 ,183800,7/14/28,0.06 ,0,0,5.34,17.36263736,0.7476,468.1658,469.4586,-1.2928,0.000126027,0.005377814,2022/10/24,电气机械和器材制造业,资本货物,自动化设备,电气设备,创业板,北京,北京市,0
300049,福瑞股份,6300,14/28,0.03 ,44100,7/14/28,0.07 ,0,0,21.68,105.9578836,106.8109,8491.1698,8393.8414,97.3284,0.021355515,0.073199439,2022/10/24,专用设备制造业,制药、生物科技与生命科学,医疗器械,中药生产,创业板,内蒙古自治区,乌兰察布市,1
300052,中青宝,0,,0.02 ,70900,7/14/28,0.07 ,0,0,17.3,41.57119476,1187.5239,17219.1108,15700.5514,1518.5594,0.262785012,0.047239848,2022/10/24,互联网和相关服务,软件与服务,游戏Ⅱ,文化娱乐,创业板,广东省,深圳市,0
300053,航宇微,47000,14/28,0.03 ,90400,7/14/28,0.06 ,0,0,10.77,-11.64889253,2.4771,40068.8851,40262.0387,-193.1536,0.000363378,0.261759017,,计算机、通信和其他电子设备制造业,半导体与半导体生产设备,通信服务,半导体,创业板,广东省,珠海市,1
300054,鼎龙股份,0,,0.02 ,123800,3月28日,0.05 ,0,0,21.43,25.02216572,1104.7637,90286.9499,89959.5015,327.4484,0.070536888,0.393667225,,化学原料和化学制品制造业,材料Ⅱ,电子化学品Ⅱ,其他化学制品Ⅱ,创业板,湖北省,武汉市,0
300055,万邦达,0,,0.02 ,156500,7/14/28,0.04 ,20600,153470,7.42,9.592341486,239.4145,15245.094,14631.0081,614.0859,0.051684674,0.179165157,,土木工程建筑业,商业和专业服务,环境治理,环保及公用事业,创业板,北京,北京市,0
300057,万顺新材,60000,7月14日,0.03 ,140600,7/14/28,0.06 ,0,0,6.96,25.34270368,0,203.9765,184.0403,19.9362,0,0.001686101,2022/10/24,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,包装印刷,创业板,广东省,汕头市,1
300058,蓝色光标,0,,0.02 ,779800,7-42,0.06 ,0,0,8.1,12.74576659,2927.4105,397580.2269,398674.2846,-1094.0577,0.156848404,0.618063433,,商务服务业,媒体Ⅱ,广告营销,广告营销,创业板,北京,北京市,0
300059,东方财富,0,,0.02 ,3892500,7/14/28,0.06 ,1618900,24995816,16.07,11.17656175,23456.4246,2435911.167,2486771.873,-50860.7065,0.109652289,0.576369853,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,创业板,上海,上海市,0
